Gene	B9_Immature	B31_Immature	B27_Immature	B11_Immature	B14_Immature	B17_Immature	B19_Immature	B43_Mature	B54_Mature	B60_Mature	B48_Mature	B49_Mature	B59_Mature
miR-130b-3p	-0.140328996946616	0.170103514089258	1.05205505518951	0	-0.866347206169847	1.34082552004372	2.75131201754129	-1.96388695635211	1.69859701001582	-1.96388695635211	0.609070700029108	-1.96388695635211	-1.96388695635211
miR-1306-5p	-0.287165894517532	0.924822788860314	-0.345422757763123	0.0678507565864441	-0.282312541349084	0.177793779966809	0.472748273726475	0	0.127438903236871	-0.634435164691571	0.63782567486816	-1.25246859821012	-6.88699319088757
miR-129-1a/2-5p	0.764554130132394	-0.567853441867024	-1.04130239853653	1.02424213330207	-0.179566825651055	1.1452760045126	1.23611182700629	-3.81171242654753	1.53355296930578	0	-1.23875477016631	-0.291298457022227	0.741667105031621
miR-128-2-3p	-0.0032526086790341	0.425536793879155	0	0.0253089535708568	-0.407170420234641	0.0753527993646212	-0.0969845475491518	-0.164656041961802	0.460326613347155	0.386123981202266	-0.0643814652546428	0.176279785258053	-0.152826828927871
miR-126b-5p	-1.12024411073365	-1.46965127864995	-0.31380389191875	-0.502564285393365	0	0.426183515938503	1.16626699874841	0.368457942365742	0.11955090642503	-1.73349094904157	-0.195719852635435	0.680690839912055	1.23354790098495
miR-126b-3p	-0.541742508578816	-0.998134607871743	-0.169443009954017	-0.88012074479445	0	0.154399707142314	0.418442285382017	0.392232941431141	0.216322717835425	-0.526706341673204	-0.403279764693391	1.64536506247536	1.27600624101309
miR-125b-2/3-5p	-0.416373613144842	-0.556538434791955	-0.350793839117319	0.161140270480457	0.125351184114901	0.491710914766111	0.631525100034338	0.321196990875176	0.431322944073299	-0.0260384786059227	0	-0.667078465846258	-0.596890015250663
miR-125b-2-3p	-1.06626849942854	0.42085595861843	0	-0.132210756262673	-0.213890782565769	-0.158785404217177	0.00676498502304579	-0.121238497079532	0.673466318650821	0.764257134302796	-1.23676857206958	1.08143962765188	0.505952937462713
miR-125a-5p	-0.305750185078658	0.0547417198306253	-0.2073503255	0	-0.0593995198549564	-0.285943483655258	-0.0602743965628836	0.39799353228995	0.43574149360852	0.482295311613699	-0.440001450050511	0.199113500178969	0.258664464740059
miR-125a-1-3p_gac-miR-125a-2-3p	-2.57727448816637	1.75937811944692	0.818935978492854	0.53285717803735	1.02439004218406	0.70598975977969	0	-0.995796148459758	-3.91282533222549	-3.91282533222549	-0.838076623177264	0.502236672590382	-3.91282533222549
miR-122-5p	-3.1991715489668	0	-0.965379426285654	-2.57528046223903	-2.758029406714	-1.54381706063308	-1.81161720253723	7.04237238942544	3.00784519836851	3.5340648199701	2.55467585152513	2.88124183391148	4.15392268215581
miR-122-3p	-2.56392129749372e-15	-2.56392129749372e-15	0	-2.56392129749372e-15	0	2.53163879866118	0	9.28980593651522	5.2600188911235	-2.56392129749372e-15	4.19581855626031	4.45614037847026	5.06486381949601
miR-10c-5p	-0.622650910907705	-0.796813846990993	-0.464977996777135	-0.16966558169257	0	-0.0247474169002952	0.0466393106833873	0.740363951706508	0.306575368891613	0.551025781080222	-0.651178864966257	1.44771033800803	2.06359647901801
miR-10b-5p	-0.157470555944384	-1.33546966749403	0.4706450221303	0.3743829909121	0.723183164842055	0.333465817843386	0.614157720060218	-0.885724084540936	-0.647567406635945	-0.540717247592472	-0.920437542801206	0	0.342307086129285
miR-10545-5p	2.719614287875	1.8245536496271	0	-2.56392129749372e-15	4.53778961983675	0.751192076938382	2.54442471809503	-2.56392129749372e-15	1.73660001356594	-2.56392129749372e-15	-2.56392129749372e-15	0	-2.56392129749372e-15
miR-103-3p	0.019866942156014	0.187604021737217	-0.805406996417265	-0.64955101099237	-0.725022049755202	0	-0.0842293260713287	0.138082540077837	0.322354105106372	-0.988332354096661	0.285810405525787	0.0152782912130114	-0.428092041469421
miR-101b-5p	0.535076584807987	-0.0416269080199339	-0.609147749369865	0	-0.483835273013945	0.15061085969954	0.228295814613023	0.282103733821833	0.42645777169002	-1.50025957520141	0.405237235391418	-0.875294007745444	-2.32228354443271
miR-101b-3p	0.431334063499976	-0.466470158380897	0	0.545162129616049	-1.47278019947574	0.6508610208256	0.743103955255436	-0.724326270784587	-0.57899362470661	-0.773659143363185	1.2081539016614	-0.211859689976013	0.260502877799988
miR-101a-3p	-0.418954235265643	-1.24544584534531	-0.435083715251546	0.0645063093948544	-0.806371426080892	0.100477883265382	0.678604921701208	-1.00396282582397	-0.262518307863054	0	0.740451500414393	0.113503717365159	0.525241880289542
miR-100-2-5p	-0.471495303961955	-0.821518039451348	0.326752613457964	0.319912467085583	0.332661388749068	0.239997492478885	0	0.225406443523321	-0.342552995953536	0.678940085054167	-0.845084584194156	-0.159477800690061	-0.253149883322511
miR-1-3p	-0.431144797198792	-1.37481105625783	0.892890922796665	0.806206798828109	1.2939192355618	0.800649934947451	0.948183821410039	-1.73833313800311	-2.2332932483705	0.990559868096801	-0.840529014800884	0	-2.88729624137073
let-7j-5p	-0.472771847111536	0.124120258460804	-0.119589772774511	-0.502039410832444	-0.0906816373560506	-0.046037601863075	0.0253493941232765	-0.138131953105866	0.48946593791611	0	0.47312590831547	0.935757014129942	0.723533986086643
let-7j-3p	0	2.33645323818748	-0.419799882688877	-2.34006332434874	0.275712136700064	-1.32230203331574	-0.765988420266156	0.329293953435468	1.32242064201919	-2.34006332434874	2.7120404953385	1.84998514855326	-0.533610497430795
let-7i-5p	-0.657053970758797	-0.454856550947618	0.265770127121064	-0.542169881358001	-0.177752242204761	0.220977637362205	-0.202455647560761	0.987443945636537	0	0.479020742003446	-0.866391625577151	0.592576062244655	0.527400969387212
let-7h-1-5p	-0.770054128598938	-0.383858645294206	0.112179183791977	-0.069711475447308	0.124330065130437	0	0.0316220101535514	-0.604186024268746	-0.124200592143483	0.622269123890201	-0.83148240516053	0.235849737296515	0.91331327480049
let-7h-1-3p	-0.205576697040227	0.791836756228872	-0.120637525902476	0	0.523758814922269	0.242020913243984	0.0772498360259064	0.840571356961865	0.0911412878139704	-2.19179404103271	-0.305284080383771	-0.934097722307922	-0.320358926503805
let-7g-5p	-0.0134468802250378	0.00830863064639153	0.271262827768702	-0.001738847271616	-0.0243575518046857	0.0914400321966173	0	-0.227489956658186	-0.31071257671198	0.915772394332226	-0.156304403961016	0.0662423039079663	0.698799260418872
