Gene	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a73_gac-miR-26a-1b-3p	0	301.592023121996	253.344017984733	111.60547351726	212.969313736736	318.098541211674	156.628710271825	234.153499273457	131.169253575709	169.496315124123	267.144180657578	235.39555956848	208.360181837313	155.504213459998
a226_gac-miR-26-5p	117491.440718861	155378.30301112	197994.485166615	159213.179791908	125259.161370202	192977.710714371	136676.878603795	167609.516190834	115823.654294998	94305.6742699789	160082.172406834	158480.060479479	143146.794764386	99327.9661128588
a197_gac-miR-24-6-5p	46.1018319333815	90.0007816035996	62.794671124421	146.558836102336	0	41.0048900780674	108.862507848503	47.7184856339273	70.9998712015304	117.60968804531	66.995405807543	52.3101243485511	30.1485793655276	44.8300435199995
a206_gac-miR-24-3p	2600.14332104271	3835.46377231234	3575.68736494692	2607.39820546917	1117.51639896266	3082.8221904147	1758.46275432836	1846.59442081058	2961.53700045706	3094.17252813323	1631.33813141367	3700.94129765999	2051.44333371656	2537.10027545997
a198_gac-miR-24-3-5p	0	2.38412666499602	6.496000461147	0	0	16.1534415459053	0	0	20.4575900072206	19.0250965955648	5.02465543556572	14.8608307808384	24.1188634924221	0
a199_gac-miR-24-2-5p	909.128125726283	699.741176176331	365.219581482265	283.306202005352	757.987557493112	418.746907766931	289.9297402904	393.954939535911	708.795324367821	697.010357092057	474.829938660961	672.898417756362	355.08326808288	605.205587519993
a119_gac-miR-23b-2-5p	1628.31670388703	85.8285599398566	113.319119155564	112.831907292175	195.794369080547	82.0097801561348	286.597214539936	275.213591563116	174.491208885117	295.753774349235	142.365237341029	118.292213015474	170.84194973799	126.084497399998
a50_gac-miR-23b-2-3p	6622.06713891091	3429.56620759677	3494.12647026807	3125.56647537073	1093.47147644399	2506.26858446854	5093.21018862637	3040.66629388281	4968.78759645965	5122.93964691482	3317.94747261856	3359.73662293194	2304.02143195665	3610.21944221996
a49_gac-miR-23a-3p_gac-miR-23b-2-3p	477.614978829832	89.4047499373506	49.802670202127	93.8221837809931	0	42.2474625046755	34.4360994214651	36.6211633934791	16.8474270647699	91.6663745059033	56.9460949364115	51.1212578860841	28.8086425048375	25.2168994799997
a51_gac-miR-23a-3p	109561.92562632	95319.7681932058	86585.1901466284	36729.8519080402	33338.8575702824	54838.4489034954	67357.0104683858	43268.4594155076	70365.6859113066	88215.9138051622	49085.0215074689	66155.0687372114	46220.4520410751	63696.4871476192
a114_gac-miR-23a-3-5p	604.856034965965	241.988856497096	286.545798119484	199.908705311136	242.739217807462	178.930429431567	433.228347560368	203.080997000202	232.253815964328	314.7788709448	283.055589536869	202.107298619402	243.198540215256	333.423448679996
a112_gac-miR-23a-2-5p	0	259.869806484566	228.081793969161	226.890248359264	177.474428113946	212.479884949986	139.966081519503	200.861532552113	364.626457187521	309.590208236919	143.202679913623	285.922384223331	83.7460537931321	106.471353359999
a118_gac-miR-23a-1-5p	0	44.7023749686753	57.7422263213067	54.576302983715	0	45.9751797844998	66.6505150092873	61.0352723224652	267.152057741352	96.8550372137846	73.6949463882972	73.7097206729584	21.4389897710418	39.2262880799995
a79_gac-miR-22b-5p	4571.45765451411	1220.07682081171	1977.67125150475	1318.41630803356	1299.57081231825	1861.37349505894	3880.17081545734	4558.77997637612	2397.14819378726	2691.18639115444	1970.50237331436	2627.98931528346	4557.79523163742	1665.71630453998
a14_gac-miR-22b-3p	260.014332104271	147.815853229753	135.694231855071	82.7842798067586	132.819572007857	90.7077871423915	119.970927016717	108.753757956392	134.779416518159	96.8550372137846	85.4191424046173	140.286242571114	154.762707409708	72.8488207199991
a45_gac-miR-22a-5p	3551.68513214771	1303.52125408657	1593.68544646806	1977.62446205035	412.19867174852	1405.34941449376	3997.92005864042	3555.58204583961	2542.75809913278	2371.21885750176	2856.51661511911	3484.56760149098	2961.9304305555	1427.55669833998
a13_gac-miR-22a-3p	92583.542961894	78472.3371150114	78626.8678038943	57535.6876825847	103363.396926183	43651.5693467426	76415.9263000648	81559.7698061741	126229.347282789	114821.646616942	130260.004954178	141350.872488254	86552.5515478476	148600.386757918
a219_gac-miR-223-5p	776.354849758144	2108.76003518898	2306.08016370718	492.41316062835	1161.02625875833	1431.44343545253	388.794670887509	496.050304148035	953.083016806985	1385.37294300431	705.964088696984	1042.63588758362	1769.3866245413	1075.92104447999
a173_gac-miR-223-3p	31435.9171587342	63091.1439357896	52784.3344137935	20261.9123953698	25519.6777664751	88739.5524186442	18774.3392361994	37522.2659594035	38829.7092213522	67466.4516363448	30333.8448645103	62664.5568034081	71358.337516052	30873.8905966796
a201_gac-miR-222c-5p	346.685776139029	86.4245916061056	61.3511154663883	207.267307960625	145.414531422395	67.0989110368375	51.098728173787	51.0476823060618	25.2711405971549	31.1319762472879	104.680321574286	73.1152874417249	77.0463694896816	65.8441264199992
a200_gac-miR-222a-5p	328.245043365676	191.32616486593	89.5004507980253	600.952549708322	123.659601524556	173.960139725134	75.537250343859	35.5114311694343	40.9151800144413	79.5594948541802	133.990811615086	68.3598215918566	40.8680742510485	151.301396879998
a39_gac-miR-222-3p	6588.87381991888	5464.41831617087	3427.72290999857	6931.80369581926	4930.35411263647	4986.44314797832	6661.71897517827	7044.58015823652	5660.7354937627	5856.27064296205	8242.94724204557	5049.11586609765	5361.08737962115	6944.45392901992
a25_gac-miR-221a-5p	0	26.8214249812052	15.8791122383593	0	0	8.69800698625672	44.4336766728582	2.21946444808964	24.0677529496713	0	3.34977029037715	0.594433231233535	0	0
a40_gac-miR-221-3p	7372.60496278636	3576.18999749403	2520.44817892504	4055.20327675626	1893.82389742237	4472.01816336256	6171.83768986001	6203.40313241055	4243.14484502706	3255.02107207755	6530.37718109025	3664.68087055475	4457.96993551601	4298.08042247995
a77_gac-miR-21a-3p	296.895797650977	102.517446594829	45.472003228029	114.05834106709	0	13.6682966926891	5.55420958410728	0	6.01693823741783	17.2955423596044	11.72419601632	0	21.4389897710418	5.60375543999993
a237_gac-miR-218a-2-5p_gac-miR-218b-5p	0	15.4968233224741	0.721777829016333	12.2643377491494	0	23.6088761055539	0	0	1.20338764748357	6.91821694384176	3.34977029037715	7.13319877480243	0	12.6084497399998
a239_gac-miR-218a-2-5p	0	317.08884644447	407.082695565212	493.026377515807	504.943372891937	376.499445262255	271.045427704435	281.871984907385	956.693179749436	190.250965955648	340.839127045875	240.745458649582	97.1454224000333	381.055369919995
a15_gac-miR-2188-5p	21356.2126248196	15518.8764941253	13871.1263180359	27274.047503446	9275.61511065212	44342.4396159368	33933.9988750618	42430.6115863537	38471.0997024021	18127.4579471014	17965.6555098652	41059.286580994	31153.5320110452	11556.3446561399
a108_gac-miR-2188-3p	52996.821917338	31433.51801464	56260.4164383361	42403.3345507967	95028.9687826901	74007.6137287786	84944.9705374199	87381.4250535132	95131.4036965184	48778.6181167923	55822.24700399	106072.449081006	103445.805518998	38224.6167950995
a5_gac-miR-2184-5p	0	178.809499874701	153.016899751463	334.816420551779	352.658863607067	84.494925009351	55.5420958410728	90.9980423716753	176.897984180084	153.930327000479	133.153369042492	174.763369982659	77.0463694896816	106.471353359999
