;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
miR-200a-5p;175.470299856392;-0.503707786926496;2.12862335430456;-0.236635469543207;0.812939600861109;0.966243378863126
miR-199-5p;675.882451960437;0.767710254740029;1.14897744022851;0.66816825801849;0.504026194758263;0.966243378863126
miR-196d-3p;28.5318633064049;0.620319747279607;2.84640072188505;0.217931278091019;0.827482656413509;0.966243378863126
miR-18c-5p;83.6777412477855;-0.511233034950572;1.82966738331922;-0.279413099676695;0.779927819175859;0.966243378863126
miR-182b-5p;62.9977747067511;-0.675893787687184;1.89309448544687;-0.357031195686799;0.721068451965105;0.966243378863126
miR-182a-5p;6156.65670133223;0.344958411157917;1.3631581818401;0.253058240601443;0.800223207930964;0.966243378863126
miR-181b-2/3-5p_gac-miR-181c-5p;2181.23420496771;0.381914412738437;0.65255793706417;0.585257478372961;0.558374601687906;0.966243378863126
miR-181b-1-5p;157.55879144912;-0.274403620542989;1.13417300429735;-0.241941590483357;0.808825422727529;0.966243378863126
miR-181a-3-3p;390.768637192034;-0.443545764588773;0.933375050691178;-0.4752063645373;0.634639891123944;0.966243378863126
miR-181a-2-3p_gac-miR-181a-3-3p;281.180624560564;-0.26345828762228;0.876928128042496;-0.300433158884274;0.763846774057807;0.966243378863126
miR-181a-2-3p;4832.63946753202;-0.249068329565867;0.639731978744603;-0.38933231078214;0.697030337556251;0.966243378863126
miR-17a-5p;44.6501523030559;-1.04562267194523;3.0522619135657;-0.342573049612155;0.731919679805757;0.966243378863126
miR-16a-5p;1011.78901442437;-0.143424765516002;0.707537856967104;-0.202709670025007;0.839361964509055;0.966243378863126
miR-152a-5p;818.80199673658;0.281621237817845;0.688535010560328;0.409015131400017;0.682528556796197;0.966243378863126
miR-152a-3p;148.965160210268;-0.394360258883489;1.22252737307987;-0.322577855978791;0.747014966290743;0.966243378863126
miR-146a-5p;10610.4467003284;-0.128495469883838;0.596365778296307;-0.215464190871118;0.829405427929592;0.966243378863126
miR-146a-3p;377.668153239653;0.160868652254537;0.954038014387309;0.168618702639274;0.86609656863194;0.966243378863126
