Gene	B9_F	B31_F	B43_F	B54_F	B60_F	B27_F	C17_F	C19_F	C31_F	O25_F	O32_F	O55_F	O59_F	O63_F	T9_F	T26_F	T31_F	T32_F	T44_F	T47_F	T13_F	T23_F	B11_M	B14_M	B17_M	B19_M	B48_M	B49_M	B59_M	C13_M	C15_M	C20_M	O49_M	O51_M	O29_M	O33_M	O38_M	O39_M	O46_M	O53_M	T1_M	T3_M	T12_M	T41_M	T43_M	T45_M	T63_M	T69_M
miR-7132a-5p_gac-miR-7132b-5p	544.591960684618	306.565535153967	331.057407474413	398.665594707137	49.5177576274947	220.408035467864	359.620761935323	108.882174999568	1.15155271138769	278.221434345614	280.708144292838	306.663710914937	473.311958475604	125.12889233455	2728.69557703378	4912.18921380569	2219.77382312603	1764.01606178239	2406.31509244126	781.146690564222	4069.27970456469	1453.05749819436	32.7149164964761	155.160733068991	38.1295374498381	52.3157191245963	281.280277287163	255.539880515758	180.201921453078	275.249043927973	178.748565973403	232.756703317666	160.654734534181	794.016367468809	386.432500505935	452.468601732725	192.526650151703	427.448186813396	420.242353719021	462.971356987701	5157.04700137404	4720.57927464101	3723.19921730875	1351.867773332	2221.25697017827	1795.83959419246	5617.92146801007	1830.4757863065
miR-7132a-5p	459.084381491758	195.629368736384	133.201921595587	155.770000580934	67.8576678599001	35.5938442370464	60.2661166979525	61.3178564471253	181.945328399255	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0578772850881	54.4713211837948	24.1048799970241	14.7963650049363	91.5008130934145	158.314269410436	216.977823790441	75.2691755513493	446.028261320425	64.6228684886885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-7-5p	58.9421176960485	11.9286200449014	49.0743921667953	63.3640680329224	253.090761207195	72.2144339809307	0	362.749561972246	358.132893241571	425.589865323199	183.943223688156	2560.64198613972	821.622684451461	286.753711600011	7.89400841957698	357.812008979555	280.388097403119	184.071241229467	96.93112154849	124.170716708186	75.0962805917359	103.565653219037	30.0826818358401	75.929720438017	143.752738891344	95.3837101211075	54.2227040553568	60.2282546670138	136.070838648242	67.8898446149425	42.1576806541045	68.0541712403003	2074.74114312714	317.71479734437	136.332633998444	117.353160227489	253.666870132312	91.4939262744393	93.4730235294145	235.610144925812	223.503405625244	0	309.000207150794	37.9350650679899	63.3185894947369	64.4734666733074	149.811239146935	92.9965859249967
miR-551a-3p	195.090107867203	242.150986911499	1441.07342077097	464.669832241431	38.5138114880514	311.103888571877	173.882566210486	0	50.6683193010582	139.745925927021	17.3757442571874	78.7955368323102	59.8964239061287	20.8548153890917	318.391672922938	115.795561698899	195.813381544526	337.463942254022	428.920212852068	302.525018889034	117.337938424587	392.2941409812	461.393132657198	370.570048659453	288.820289418889	260.785933212003	118.612165121093	1266.51415528349	128.71565818077	68.6277777085832	57.3344456895821	49.1820061064355	80.6552340722624	27.6038409958482	39.4894526064459	90.3682089452322	993.853788620954	152.251611691059	235.61381964026	77.8493039032771	18.8213394210731	237.965895439113	25.3278858320323	114.954742630272	152.168868301868	482.102158102091	0	292.876125809039
miR-499a-5p	24.0749494814846	57.2573762155269	90.3591982753691	319.460509665984	51.3517486507352	141.348631441348	57.3022093193646	5617.17410181983	1271.31419337201	6771.32531991836	43.1397788454308	42.592182071519	57.617755605352	152.500837532733	636.783345845877	0	37.9128036607487	0	179.322574864706	88.048326393077	9.38703507396699	0	330.157433148345	205.50543901159	798.090663174199	878.269951364436	396.503523404796	325.232575201874	40.4534925710991	572.636080665167	278.240692317089	76.6324281193298	99.0157751618832	10.8250356846463	2558.35239386046	207.093812166157	334.319926276944	541.815594656445	468.910126300451	699.612618521504	42.3480136974146	55.3409059160727	25.3278858320323	214.965368718609	145.019995294397	713.554659249526	19.7120051509125	73.2190314522598
miR-489-3p	123.695430094524	52.4859281975663	91.1381568811913	76.5649155397812	33.0118384183298	162.225790080385	0	51.5757671050587	0	63.0974029185639	9.88619931874456	34.9255892986456	46.2244141014689	45.6199086636381	273.658958545335	0.372332995816394	0	15.3392701024556	216.883384464746	38.3800397098028	0	97.2889469633376	149.285308610357	127.925072477094	152.956420344753	129.203972989533	44.0559470449774	122.177316610228	102.972526544616	72.3174431767865	17.7062258747239	253.916403619272	64.9176274240161	67.6564730290396	52.6526034752612	26.9849512822568	0	15.0107222794002	118.193161983475	120.64064313488	0	0	0	121.852027188089	39.8294353273345	72.8043078726674	19.7120051509125	41.6591041021478
miR-460-5p	0	75.1503062828791	142.549424865453	47.5230510246918	0	59.5512393965968	64.2179932027362	0	141.640983500686	4.65819753090069	213.302239846852	17.888716470038	5.20838468748945	0	42.1013782377439	16.0103188201049	2.91636951236528	0	196.285521135692	85.7906769983827	0	9.4150593835488	19.5537431932961	23.9343683989401	3.06789381780307	29.0642884025535	37.2781090380578	67.1114837718153	106.650116778352	64.9381122403798	19.392533100888	0	0	112.580371120322	2.82067518617471	8.15824108533347	91.0599020987785	0	10.8150605736513	0	82.343359967195	0	0	64.3746558729526	37.786900182343	121.340513121112	7.88480206036501	21.4607505980762
miR-458-3p	39.0180215734406	5.96431002245072	48.2954335609732	0	0	20.8771586390368	82.0014374742632	18.9111146051882	50.6683193010582	16.9389001123661	23.067798410404	0	0	0	0	0	0	0	0	22.5764939469428	9.38703507396699	0	10.904972165492	33.8382449778119	25.8579621786259	13.739481790298	30.5002710311382	23.2308982287053	7.35518046747257	103.310633109695	5.90207529157462	100.651547380612	15.7376066482463	21.1088195850604	3.76090024823294	11.9235831247181	157.40354505646	21.4438889705717	13.1325735537194	8.76449116791862	0	0	0	24.1404959523572	1.02126757249576	18.4727348333634	3.94240103018251	22.3023486607458
miR-456-3p	290.559735121366	524.859281975663	233.687581746644	345.862204679701	165.059192091649	293.991463457912	16.795475145331	72.7791380260272	198.067066358682	228.675151516943	360.696484235408	310.071085480659	193.361281523046	402.758622201833	263.1336139859	362.280004929351	166.233062204821	97.1487106488852	93.2962044904216	94.8212745771599	187.74070147934	282.451781506464	224.492013199957	207.981408156307	241.048799970241	225.908787128939	315.169467321761	271.887549639662	503.829862021871	45.0139187120814	180.434873199567	43.4631681870826	192.785681441018	566.149366307004	197.447263032229	217.134724271183	394.159290513284	229.449611985117	206.258655226063	177.867614878348	157.628717651488	486.99997206144	220.352606738681	43.6828021995035	82.7226733721563	116.993987277968	157.6960412073	132.130895839136
miR-455-5p	177.656523759921	95.4289603592115	63.095647071594	66.0042375342941	45.8497755810136	234.440224061315	22.7232899025067	19.4841786841333	132.428561809584	271.022401797858	154.284625731923	72.8326313422976	63.8027124217458	66.4747240527298	52.6267227971799	0	59.16063867941	71.5832604781259	0	69.9871312355228	9.38703507396699	210.269659565923	127.851397802321	191.474947191521	108.252824713908	104.367217445533	88.1118940899547	86.9007674481199	14.7103609349451	239.09032233958	29.5103764578731	22.8753516774119	158.031800092807	89.3065443983323	220.012664521627	169.44039177231	296.595109693164	172.980704362612	121.283179290232	70.1159293433489	7.05800228290243	0	2.53278858320323	141.394333435235	160.339008881834	138.72661649369	118.272030905475	96.7837772070101
miR-455-3p	371.086290283573	344.737119297652	257.056339921309	142.569153074075	0	224.515017495216	138.315677667432	0	51.8198720124459	259.165171719202	204.314785920721	304.108179990646	103.516645663853	118.611762525459	131.56680699295	36.4886335900066	56.2442691670447	25.5654501707593	213.248467406678	205.44609491718	0	260.483309611517	301.954918927245	365.618110370017	325.635015232526	188.653653812938	64.3894610657361	179.824360362941	102.972526544616	394.056272004123	80.0995932427985	82.3512660386827	110.818980148068	97.9665729460494	314.975395789509	325.702086406775	277.08227352914	354.538964313452	332.949364803121	146.934116638636	0	0	293.803475651575	127.599764319602	345.188439503566	278.539864448165	55.1936144225551	92.154987862327
miR-454b-3p	79.6963844904318	33.400136125724	4.67375163493289	21.1213560109741	11.0039461394433	79.0594040265165	0	115.758943946909	0	32.6073827163048	30.2577615513091	26.4071528843418	0	0	7.89400841957698	174.624175037889	0	0	0	0	0	0	84.9835761862484	103.165381029914	98.6108727150987	173.064626397023	16.944595017299	11.1852472953026	0	101.834766922414	26.1377620055448	69.7698226161062	19.0162746999643	22.191323153525	30.0872019858635	30.1227363150774	0	25.7326667646861	10.0425562469619	3.09334982397128	0	0	0	24.1404959523572	2.04253514499151	0	3.94240103018251	5.89118643868757
