Gene	B9_F	B31_F	B43_F	B54_F	B60_F	B27_F	C17_F	C19_F	C31_F	O25_F	O32_F	O55_F	O59_F	O63_F	T9_F	T26_F	T31_F	T32_F	T44_F	T47_F	T13_F	T23_F	B11_M	B14_M	B17_M	B19_M	B48_M	B49_M	B59_M	C13_M	C15_M	C20_M	O49_M	O51_M	O29_M	O33_M	O38_M	O39_M	O46_M	O53_M	T1_M	T3_M	T12_M	T41_M	T43_M	T45_M	T63_M	T69_M
miR-451-5p	151890.51662003	48328.8041119182	125109.320639701	115697.507889114	121202.964752898	64247.231096371	9115.99112740996	18930.5987838723	23779.5634901557	66679.1333473237	38318.0098140613	15587.0349508931	13738.4167094253	32394.0454290685	38820.1020713398	67646.2033459141	26880.1777954708	83685.9445889633	39064.4536230608	78326.8880995234	57889.8453011544	100069.527834612	137556.823029608	107472.742018675	99332.2660328278	111584.408697494	256714.003431083	53071.4172052963	28721.9797254804	13991.9493885209	14616.067882778	4192.48007867766	40025.9795753732	29189.7087236489	46306.0843063681	24713.8224755013	19242.2581692162	30385.9906713001	28747.9760134185	55346.2150504941	41552.8121068742	34521.6571104462	50387.2960742451	35942.8993782073	32848.0502017535	103364.368865328	168269.56077025	55475.1986979642
miR-429a-3p	12.45256007663	324.458465221319	30.3793856270638	84.4854240438965	0	58.1822453874797	680.710727949004	1205.15375802154	0	97.8221481489145	183.643641890619	278.97879256845	123.048088241938	53.4404644345475	221.032235748156	78.5622621172591	106.239175093307	40.9047202732148	60.5819509678062	33.8647409204142	18.774070147934	166.332715776029	77.8389392502364	72.6284282450598	31.5554792688316	163.024235857959	13.5556760138392	67.9718874099155	165.491560518133	22.1379928092204	647.541974847044	1689.9166051688	287.867054940839	12.4487910373433	230.355140204268	345.156353610262	141.793276125241	186.561834043974	185.40103840545	350.579646716745	58.8166856908536	33.2045435496437	265.94280123634	57.4773713151362	167.487881889304	31.874522849725	118.272030905475	63.9614527628936
miR-425-5p	5528.93667402371	14519.516318654	6433.41912548512	7875.62562259198	4225.51531754621	5815.48655072973	102369.408979919	70634.7322426147	24455.5249317403	3193.40614368383	1776.52005939864	8984.82080798694	13675.5905691325	7535.10548527119	7383.52920844434	5591.69693117061	8474.96980293351	5956.74988978691	3527.08118534568	2752.07461213233	12827.3834285759	3634.21292204984	7991.46442969093	5950.57917780546	5789.11563419439	4769.18550605537	6845.61638698879	4947.32091907613	3876.18010635804	47685.9744441543	67276.9130950461	104803.423710062	8875.35441600059	5327.5413121987	5058.41083387331	9231.3635665581	4836.58165718941	7875.62562259197	9605.3187980557	10394.6865251515	8097.88128591672	8450.55633338431	4427.31444343925	6698.41285306597	3166.95074230934	2580.74971936694	2109.18455114764	2803.36314675261
miR-375a-3p	542.101448669292	12375.9432965852	753.252971830017	8213.56731876756	2308.99469825984	2174.30473498034	184615.862797479	254981.996606226	6196.50513997715	406.110130193978	795.689254260168	411791.438391143	14651.5116499508	20732.2933486808	12456.7452860925	4337.30706826517	1544.42596890544	2459.39630642704	4463.67814730796	1815.1501133342	2342.06525095476	2937.49852766722	1553.77051682114	1871.00735035853	475.961812304876	1458.49883620087	460.892984470532	1621.00045418077	9296.94811088533	23252.2717806178	150501.233627927	238338.861010746	269500.612248725	2579.60600365122	5561.43124207446	8635.81196732875	4684.38153511002	8330.23606876809	7054.50951132738	28496.9696950314	2874.95959656892	8052.10181078859	2705.01820686105	4283.21371040395	3162.86567201936	422.699638245785	4190.77229508401	1769.88072579428
miR-365-2b-5p	34.0369975427886	47.7144801796058	69.3273159181712	110.887119057614	16.5059192091649	119.444727295473	210.437423879736	145.558276052054	221.098120586436	11.4337575758471	9.28703572366913	29.3886056293481	3.90628851561709	61.2610202054568	344.705034321528	29.7866396653115	50.8281543583663	61.3570804098222	0	29.3494421310257	0	12.5534125113984	96.2645818746884	96.5627966439999	95.5429788972956	67.9047465405114	30.5002710311382	86.9007674481199	51.486263272308	24.3517920901424	0	0	81.310967682606	1.08250356846463	26.3263017376306	26.9849512822568	49.432518282194	5.71837039215246	88.0654932425889	12.8889575998803	9.41066971053657	177.090898931433	83.5820232457067	13.7945691156327	39.8294353273345	42.3786269706571	0	40.3967070081434
miR-365-2b-3p	3118.95121385992	768.203130891653	1289.17649263565	1343.84627619823	821.627978411763	3210.97544838432	1309.05909220962	817.762440654652	853.300559138276	393.405955109704	150.090480566395	165.257666437494	120.118371855225	981.479749249128	502.585202713068	503.766543339581	573.691545503856	613.570804098222	430.131851871424	1280.08720679166	347.320297736779	1544.069738902	4548.50149357903	5194.58326561825	3958.02129551136	3235.38374081153	1735.12652977142	734.784706937568	430.278057347145	2959.11170549912	1756.28897604999	1075.14152883836	494.423142199072	274.414654605785	442.846004229429	244.747232560004	230.251466735483	208.720519313565	813.447056003913	775.3996892088	315.257435302975	77.4772682825019	1228.40246285357	864.459664579649	805.780114699152	3235.62627973402	473.088123621901	299.608910310397
miR-34a-5p	19.0939254508326	14.3143440538817	22.5897995688423	5.28033900274353	0	9.58295806382018	0	0	0	36.4186352415872	40.4435426675914	0	99.6103571482357	0	0	0	0	0	0	0	0	0	0	3.30129219295726	12.2715752712123	9.24772812808521	16.944595017299	0	33.0983121036266	0	0	0	3.27866805171799	0	1.88045012411647	12.5511401312823	0	2.85918519607623	3.09001730675751	0	0	0	0	0	0	10.8663146078608	0	0
miR-338-3p	18.2637547790573	8.35003403143101	42.063764714396	66.0042375342941	117.375425487395	29.7756196982984	0	43.5528699998273	62.1838464149351	86.8118630758765	86.8787212859371	38.3329638643671	31.2503081249367	129.039170220005	55.2580589370389	23.0846457406164	36.6629310125921	0	0	72.244780630217	0	21.9684718949472	60.1653636716803	79.2310126309743	60.9196058106609	140.565467546895	108.445408110714	59.3678510289136	44.1310828048354	100.358900735132	0	0	112.786180979099	84.9765301244738	95.90295632994	22.5920522363081	228.950610991215	82.2015743871916	70.2978937287332	28.3557067197367	28.2320091316097	0	0	229.909485260545	101.10548967708	128.584722859686	59.1360154527376	73.6398304835947
miR-338-1b-5p	0	9.54289603592115	0	2.64016950137177	11.0039461394433	8.8984610592616	0	0	0	0	0	0	0	0	0	0	18.3314655062961	0	21.8095023484102	18.0611951575543	65.7092455177689	0	3.00826818358401	0	0.876541090800877	3.17064964391493	3.3889190034598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.87499650768	0	36.7855176416872	4.08507028998303	0.362210486928693	59.1360154527376	5.04958837601792
miR-338-1a-5p	14.943072091956	0	29.6004270212416	15.8410170082306	49.5177576274947	37.9895837530014	0	0	0	6.77556004494646	5.99163595075428	0	13.6720098046598	0	0	0	0	0	0	0	0	0	10.528938642544	8.25323048239315	32.8702909050329	48.6166278733623	13.5556760138392	0.860403638100196	0	0	0	0	10.4917377654976	0	15.98382605499	1.88267101969234	66.3436429576815	25.7326667646861	21.6301211473025	0	0	0	0	8.04683198411907	5.10633786247878	11.2285250947895	0	0
miR-31a-5p	45.6593869476432	116.900476440034	109.833163420923	448.8288152332	64.189685813419	118.760230290914	300.342614363566	256.159643288458	222.249673297824	680.943784517119	79.6887581450319	2.12960910357595	48.1775583592774	2.60685192363646	0	98.295910895528	114.57165941435	117.601070785493	0	6.77294818408285	112.644420887604	9.4150593835488	71.0703358371723	228.61448436229	26.7345032694267	50.4661734989793	145.723517148771	133.36256390553	239.043365192858	10.3310633109695	242.828240567642	310.532899020866	109.507512927381	0	167.360061046366	168.185277759182	144.394987613777	253.037889852746	104.288084103066	239.219053053779	0	0	0	39.0846124942926	98.0416869595927	37.3076801536554	19.7120051509125	58.9118643868757
miR-30e-5p	1199.59662071535	547.523660060976	687.041490335134	564.996273293558	388.806096926995	273.798801823434	562.154432805491	1167.33152881116	686.325415987062	4235.99544559996	1044.34214621647	564.346412447627	1038.42169706821	357.138713538195	668.359379524185	1074.55302592611	671.598236276119	434.612652902907	410.745627561726	686.325415987062	342.626780199795	495.859794200237	576.835424202235	377.997956093606	599.9923766532	580.228884836432	2077.40734912086	1053.99445667274	665.643832306267	949.719891515554	1009.25487485926	877.84162062068	706.225098340054	493.080375435641	793.549952377151	465.019741864008	967.836673735589	350.250186519338	764.006779095793	804.786512536527	178.802724500195	691.761323950909	840.885809623474	671.335696960791	810.886452561631	365.470381311052	1383.78276159406	697.684793953143
miR-30e-3p	2405.83460680491	1715.33556245683	1460.54738591653	1333.28559819274	1399.33515073253	1271.79543446985	36833.4649628371	51214.7367353232	6263.29519723763	1999.21368576201	1839.43223688156	4085.86802612082	3987.34400231614	1879.54023694189	1360.4007843071	8629.93417703238	4097.49916487322	8467.27709655546	2074.32600113769	2612.10034966128	6289.31349955788	4412.52449775654	2783.02410333816	1809.93344478882	2638.82695385604	1827.87951971696	1830.01626186829	1496.24192665624	1721.11222938858	9877.23445838049	32721.9485701028	71763.4095147927	737.044578026203	3131.68282356819	1218.53168042747	1464.71805332064	1248.82151449753	1543.96000588116	1271.54212173071	3470.73850249577	5366.43440243348	6281.19282147426	5083.30668648889	2241.61748129031	1537.00769660611	1194.93239637776	2286.59259750585	1424.40472106839
miR-30c-2-5p	5231.73557352814	3620.33618362759	5430.12044118619	3973.45509956451	2154.93945230764	2091.13834892648	20886.6552969084	11621.1664569276	2012.91413950568	3992.4987564847	6453.89066435497	6353.04987778778	5040.08875727495	5045.56189819837	1405.1334986847	7253.79142449499	2592.23587227668	2306.00360540248	5314.24873889596	3847.03456855906	4533.93794072606	2005.40764869589	2887.18538919476	3527.43070817483	3151.60349197455	2965.6143002751	3527.86468260165	5118.54124305807	3559.90734625672	10719.2161182245	18390.8666085465	34997.0005312724	1528.51504571092	4317.56548282119	2076.01693702458	4192.08080384827	2302.51466735483	6318.08448702945	2942.46898035983	3703.77085590161	2465.59546416058	4565.624738076	4308.2733800287	4534.96459676425	5374.93123404517	3827.11600488858	3922.68902503159	2857.64622179481
miR-30c-1-5p_gac-miR-30c-2-5p	52.3007523218459	63.2216862379776	35.0531372619967	47.5230510246918	18.3399102324054	17.1124251139646	332.945595528032	169.053903288803	2.30310542277538	83.0006105505941	64.1105046730708	146.943028146741	14.6485819335641	87.3295394418214	39.4700420978849	46.9139574728656	4.16624216052183	76.6963505122778	179.322574864706	60.9565336567456	51.6286929068184	12.5534125113984	41.7397210472282	65.2005208109059	32.4320203596324	38.0477957269792	101.667570103794	75.7155201528173	7.35518046747257	109.21409785882	144.179267837037	833.806568641663	7.86880332412317	56.8314373443933	41.3699027305624	75.3068407876935	0	76.4832039950391	41.7152336412263	42.7913392316027	2.35266742763414	22.1363623664291	7.5983657496097	8.04683198411907	73.5312652196945	86.9305168628864	102.502426784745	71.9566343582553
miR-30c-1-5p	1683.58612236037	1233.41931264281	2131.2307455294	1230.31898763924	651.066813250393	790.594040265165	22227.3294011563	17601.6631847986	717.417339194529	1424.56149944999	1011.68773028486	2045.27658307434	398.441428592943	791.179558823666	334.179689762092	972.906118068238	1085.30608281594	460.178103073667	1245.5649118981	647.945376277259	356.707332810746	1220.81936673349	1151.41464726678	1137.29516047378	1583.03320998638	1162.8357569058	884.507859903007	1494.52111938004	1688.01391728495	2773.89049899531	13374.9457643212	44079.0870309969	582.947179595458	609.449509045589	841.501430542121	2268.61857872927	1062.79914306717	2085.06080423859	1139.44388186683	1160.52174229322	414.069467263609	132.818174198575	577.475796970337	1220.81936673349	1115.22418916537	562.87509668719	461.260920531353	700.630387172486
miR-30bb-5p	526.32820590556	244.53671092048	624.724801869363	430.347628723598	209.074976649422	259.082116225424	440.63423028339	135.243122631043	29.9403704960799	825.34790797504	473.039658312051	402.496120575855	459.314424627976	507.032699147292	102.622109454501	699.241366143188	236.225930501588	204.523601366074	157.513072516296	205.44609491718	459.964718624382	524.104972350883	417.397210472282	540.586596596752	420.30145303902	456.30932792009	776.062451792293	497.313302821914	242.720955426595	259.752448961519	360.869746399134	609.628122203026	264.916378578813	487.126605809085	317.796070975684	297.462021111389	166.509535266338	562.544687327998	436.464944579498	255.20136047763	84.6960273948292	0	326.729727233217	459.81897052109	383.996607258405	293.75270489917	417.894509199346	176.735593160627
miR-30bb-3p	14.1129014201806	0	12.4633376931544	31.6820340164612	36.6798204648109	15.4011826025682	0	34.9569088156509	47.2136611668952	31.3369652078774	35.650233906988	48.5550875615317	64.77928455065	0	15.788016839154	210.368142636263	217.894464995292	51.1309003415185	0	20.3188445522485	18.774070147934	109.842359474736	34.5950841112162	4.95193828943589	26.7345032694267	21.4018850964258	13.5556760138392	57.6470437527132	73.5518046747257	36.1587215883933	0	2.85941895967648	22.2949427516823	47.6301570124439	35.728552358213	20.7093812166157	0	33.5954260538957	3.09001730675751	0	18.8213394210731	0	0	43.6828021995035	15.3190135874364	20.6459977549355	78.8480206036501	25.6687409114244
miR-30a-5p	27470.3475290457	15057.4970826791	22192.530679873	15679.9666686469	19280.7476273278	12843.559545035	11916.8836001755	13068.7263203429	10852.2327521176	15956.8673783517	12798.1343908111	15930.7538602103	18543.4771076773	11239.4420687586	12117.3029240507	18106.9259195471	15711.7324357599	22052.7573172969	13733.9282844017	16063.1754432498	26598.1638820855	17894.8895349984	17715.3152996033	18417.0838214603	15398.197342099	12790.9291051601	28812.5893674152	15688.599937119	15688.599937119	9149.63242805078	10893.5446810206	11537.7555022946	13918.6016131532	18876.6972268863	11611.7795164192	9809.34356960365	15629.7817673832	11268.7636540354	10458.9360790475	13279.2352360047	20703.4733631805	14283.4878169384	17002.6097590433	13794.5691156327	13289.7549208873	19614.0600776757	26429.8565063435	16251.258590151
miR-29b-1a/2a-3p	16.6034134355066	0	24.9266753863087	34.322203517833	16.5059192091649	0	42.4826724264255	80.8020351312586	0	62.2504579129456	46.7347604158834	2.98145274500633	90.4956839451292	0	84.2027564754878	66.2752732553181	87.0744611549063	35.791630239063	21.8095023484102	36.1223903151085	140.805526109505	153.77930326463	1.88016761474001	0	10.956763635011	14.2679233976172	44.0559470449774	45.6013928193104	66.1966242072531	0	87.6879757605373	29.1660733887001	51.1472216068006	52.5014230705347	17.8642761791065	6.90312707220524	59.8393642363402	17.1551111764574	31.6726773942644	24.7467985917702	11.7633371381707	0	0	36.7855176416872	11.2339432974533	21.0082082418642	3.94240103018251	13.0447699713796
miR-29a-3p	123.695430094524	29.8215501122536	26.484592597953	81.8452545425247	29.3438563718487	29.7756196982984	0	88.8249322364899	0	0	0	0	0	0	2.63133613985899	297.494063657299	274.138734162336	51.1309003415185	78.7565362581481	99.3365733665484	46.935175369835	219.684718949472	72.5744699289643	37.1395371707692	34.6233730866346	70.2827337734476	325.33622433214	64.5302728575147	143.426019115715	27.3035244647051	82.6290540820447	4.57507033548237	0	0	0	0	0	0	0	0	188.213394210731	420.590884962153	298.869052817982	185.077135634739	115.403235692021	147.419668179978	386.355300957886	150.225254186533
miR-27e-3p	525.498035233785	860.053505237394	624.724801869363	699.644917863518	473.16968399606	1536.01127822946	644.155870279754	868.765143680766	864.816086252153	435.32973288781	833.43656074992	791.362742888824	389.326755389836	291.967415447284	1402.50216254484	552.914498787345	885.326459110889	357.91630239063	436.190046968205	248.341433416371	164.273113794422	467.61461604959	1079.96827790666	1228.0806957801	1008.46052496641	1405.91889627261	427.003794435934	449.991102726403	1073.85634825099	443.497789278048	799.30962520182	779.477608407809	664.258147278064	319.879804481299	823.637154363014	754.323521890063	1252.72408173034	1247.31954178826	678.258798833272	1159.49062568523	962.240977902365	27.6704529580364	172.22962365782	744.906732244165	826.205466149067	1740.42138969237	335.104087565513	709.887965861852
miR-27c-1-5p	306.332977885097	359.051463351533	449.459115559379	609.879154816878	1056.37882938655	319.31785262658	0	0	0	0	0	0	0	0	181.562193650271	143.720536385128	353.713959428303	143.166520956252	95.7194825291338	261.887329784537	215.901806701241	94.150593835488	204.562236483713	311.972112234461	232.721659607633	196.316057119066	494.78217450513	819.964667109487	845.845753759345	0	0	0	0	0	0	0	0	0	0	0	258.793417039756	702.829505134124	35.4590401648453	333.36875362779	163.402811599321	193.420400019922	169.523244297848	298.346513216392
miR-27c-1-3p	4531.90169722153	2780.56133246653	2527.72067589287	2803.86001045682	3726.66975922478	1716.37623893065	689.602450084767	1028.65002170645	1237.91916474176	1357.65284400615	1136.01417626301	388.440700492254	1994.16028722252	1135.28401274368	1089.37316190162	2168.46736763468	2681.39345451185	1155.55834771832	1655.09890044047	2241.84584893142	1553.55430474154	624.53227244207	1967.78342558689	2087.24198899723	2137.44544991794	1706.86639164087	6818.50503496111	4683.17700217937	4832.35356712948	1050.81672534433	591.893836383627	585.609002941744	822.289947370871	809.712669211546	1510.94167472758	1129.6026118154	918.404155453395	1209.43533794024	916.1901314536	1185.78409918899	2173.86470313395	1184.29538660396	1613.38632750046	2763.51201283175	2792.1455432034	2206.22407588267	1990.91252024217	1894.85803810072
miR-27b-5p	48.1498989629692	82.3074783098199	27.2635512037752	34.322203517833	95.3675332085082	100.621059670112	55.3262710669728	187.965017893992	21.8795015163661	105.444653199479	104.254465543124	250.016108759817	2.92971638671282	10.4274076945458	47.3640505174619	67.7646052385837	29.1636951236528	20.4523601366074	1.21163901935612	74.5024300249113	9.38703507396699	0	89.8720119845724	86.6589200651281	26.2962327240263	88.2497484222989	47.4448660484372	80.8779419814185	29.4207218698903	67.1519115213018	206.572635205112	275.647987712813	186.228345337582	37.3463731120299	111.88678238493	80.9548538467705	0	115.797000441087	74.9329196888695	41.244664319617	103.517366815902	0	235.549338237901	108.057458072456	60.2547867772496	78.5996756635265	23.654406181095	126.239709400448
miR-27b-3p	1316.65068543568	1891.87913912137	1785.37312454436	1378.16847971606	1923.85658337933	2268.42307310715	986.981157069746	2104.29129788639	966.15272485427	4148.33663751847	2964.66146843322	2891.15731901471	1441.09493821974	1217.39984833823	2312.94446693606	942.74714540711	2778.46689685201	1738.45061161163	2464.47376537036	1255.25306345002	1924.34219016323	3257.61054670788	2559.2841571841	2259.73450607925	2522.68525932492	2085.49480328505	1701.23733973682	1275.97859530259	1798.34162429704	657.498386433845	712.464803054365	1881.49767546713	2922.60470130141	2041.6017301243	2249.0183484433	2486.38086000701	3284.66075427737	2795.56832546353	1559.68623558585	2497.36442455281	2006.82531577192	448.261337920189	2464.40329145675	2216.32743791165	1610.53896182581	3131.67186998548	1214.25951729621	2319.8650597489
miR-27a-5p	43.1688749323172	88.2717883322707	22.5897995688423	55.4435595288071	56.8537217204568	21.9039041458747	99.7848817457901	20.6303068420235	35.6981340530183	14.8215375983204	12.8820172941217	18.7405601114684	13.6720098046598	0	26.3133613985899	1.11699898744918	78.3253526178104	46.0178103073667	0	24.8341433416371	14.0805526109505	0	14.6653073949721	32.1875988813333	24.5431505424246	29.3285092062131	16.944595017299	129.92094935313	194.912282388023	0	161.042340098679	129.245736977377	11.1474713758411	0	23.5056265514559	40.1636484201032	0	20.0142963725336	31.6726773942644	26.2934735037558	134.102043375146	0	17.7295200824226	66.673750725558	49.0208434797963	81.8595700458847	110.38722884511	116.982130711082
miR-27a-3p_gac-miR-27b-3p_gac-miR-27e-3p	19.0939254508326	14.3143440538817	0	21.1213560109741	9.16995511620271	26.3531346755055	14.8195368929391	39.5414214472116	1.15155271138769	21.5970976432668	12.8820172941217	0	0	13.0342596181823	126.304134713232	8.93599189959346	78.3253526178104	20.4523601366074	0	45.1529878938856	0	94.150593835488	19.9297767162441	39.6155063154871	12.7098458166127	16.6459106305534	67.7783800691959	12.0456509334028	7.35518046747257	61.2484467721764	0	50.3257736903061	24.9178771930567	0	20.6849513652812	16.3164821706669	0	3.57398149509529	14.6775822070982	32.9957314556936	18.8213394210731	22.1363623664291	15.1967314992194	39.0846124942926	53.1059137697794	52.8827310915892	70.9632185432851	95.1005810816708
miR-27a-3p	70.5645071009032	73.9574442783889	43.6216819260403	179.53152609328	64.189685813419	46.5457963099837	55.3262710669728	333.523293946046	388.073263737651	297.701169474835	74.5958675868908	1.70368728286076	49.4796545311498	0	55.2580589370389	48.4032894561312	207.062235377935	66.4701704439741	0	24.8341433416371	28.161105221901	28.2451781506464	36.0992182030082	61.0739055697093	39.8826196314399	93.0057228881713	135.556760138392	196.172029486845	308.917579633848	8.85519712368815	106.237355248343	256.775822578948	107.54031209635	13.5312946058079	112.827007446988	73.4241697680012	62.4410757248767	42.1729816421244	84.9754759358314	126.827342782822	0	38.7386341412509	473.631465059005	39.0846124942926	93.9566166696096	112.285250947895	110.38722884511	213.765907918092
miR-26b-3p	43.1688749323172	22.6643780853127	63.095647071594	44.88288152332	64.189685813419	17.4546736162439	87.9292522314388	112.320559473239	56.4260828579967	70.2964354663195	36.2493975020634	121.387718903829	18.8803944921493	84.722687518185	239.451588727169	8.19132590796067	6.66598745683493	46.0178103073667	0	99.3365733665484	328.546227588845	0	52.6446932127202	103.990704078154	81.956591989882	84.2864363674052	115.223246117633	0	3.67759023373628	0	225.965168306	141.827180399954	9.83600415515396	14.6137981742726	54.5330535993777	44.556547466052	94.9624693315833	13.5811296813621	31.6726773942644	15.4667491198564	0	481.465881469833	157.032892158601	116.104290056575	36.7656326098472	72.07988689881	157.6960412073	34.5055205694558
miR-26-5p	50670.2971224791	29926.5219686487	33978.9533445679	25300.7443316456	24089.4720902645	26579.3609355121	31450.0211941954	25144.9056559529	17095.9515532616	67668.3651138859	57431.0289151699	31821.4710692733	45118.6089275063	30994.1659460757	20284.970302173	20448.5281302364	19539.2591086313	15533.5675237533	24834.9649797425	30719.8353136051	31742.2591026194	14712.5994633589	36263.5448525364	34653.6641494724	41535.337858145	38456.5453102405	50959.175055025	25602.1706553094	19715.5612430602	30235.3326457395	34736.2425517559	35910.870830785	39836.4725619839	41328.9037404113	41394.3485821759	31236.6500017287	39687.8079018805	39543.2460580333	31600.0619875556	30821.1065294418	23098.488804512	20874.5897115426	19320.1113126743	23265.6903609408	24158.0844273871	34412.1695211475	32304.0340413155	28016.3787072414
miR-24-6-5p	16.6034134355066	5.96431002245072	10.9054204815101	5.28033900274353	7.33596409296217	3.42248502279292	0	0	0	3.38778002247323	4.49372696306571	0	23.4377310937025	0	0	0	0	0	0	0	0	0	0	10.7291996271111	10.0802225442101	9.77616973540437	6.77783800691959	110.992069314925	66.1966242072531	0	0	0	8.52453693446676	0	2.82067518617471	13.1786971378464	0	0	4.63502596013626	0	0	0	0	0	0	0	0	0
miR-24-3p	1722.60414393381	1425.47009536572	897.360313907114	1320.08475068588	463.999728879857	1098.27544381425	593.769444843761	1119.76721025872	1842.4843382203	1580.39938048376	684.843989171214	471.069533711001	1047.53637027132	486.1778837582	421.013782377439	800.888274001064	941.570728277934	547.100633654248	185.380769961487	440.241631965385	718.108183158475	342.080490935606	764.476152153287	759.29720438017	780.559841358181	621.183109403667	2562.02276661561	1855.03024374402	1231.99272830166	655.284587152923	432.537803511112	483.241804185326	1278.02480655967	367.509961493743	1133.91142484223	861.635770012527	2387.07029073227	791.279503014096	738.514136315044	608.874357018346	538.760840928219	1156.62493364592	1048.57447344614	615.007873071958	872.162506911376	573.379200808122	603.187357617924	645.926513098959
miR-24-2-5p	412.59482387234	543.945074047506	320.151986992903	340.581865676958	522.687441623555	253.606140188956	65.2059623289322	69.9138176313017	0	76.6485230084568	27.261943575932	6.81474913144305	103.516645663853	27.3719451981828	181.562193650271	84.147257054505	219.5609618595	51.1309003415185	467.692661471464	239.310835837594	117.337938424587	25.1068250227968	146.653073949721	174.968486226735	198.974827611799	175.706834433619	372.781090380578	390.623251697489	430.278057347145	66.4139784276611	172.846490681828	122.955015266089	75.4093651895137	41.1351356016561	132.571733750211	84.0926388795911	35.1231050952431	78.6275928920963	125.145700923679	39.6979894076314	282.320091316097	38.7386341412509	321.664150066811	231.059032686848	324.763088053651	211.893134853286	181.350447388395	205.349927291395
miR-23b-2-5p	24.0749494814846	176.543576664541	40.5058475027517	44.88288152332	71.5256499063812	103.359047688346	82.9894066004591	36.6761010524862	47.2136611668952	46.5819753090069	13.7807626867348	116.276657055247	2.92971638671282	91.2398173272761	302.603656083784	157.124524234518	420.373833996653	112.487980751341	311.391227974524	200.930796127791	37.548140295868	367.187315958403	84.2315091403524	61.8992286179487	35.4999141774355	61.0350056453624	20.3335140207588	148.849829391334	88.2621656096708	82.6485064877561	18.549379487806	207.021932680577	165.90060341693	0	73.3375548405424	89.113094932104	330.417359044139	59.3280928185818	131.325735537194	64.9603463033968	44.7006811250487	71.9431776908946	10.1311543328129	347.163322743423	193.019571201698	62.662414238664	181.350447388395	335.376827973857
miR-23b-2-3p	1326.61273349698	1111.74738818481	952.666374920487	863.335426948567	574.03919027429	1326.55519483454	1189.51482793991	570.771822629316	1100.88439208663	2719.54041304038	1370.88630553258	1436.63430127234	713.548702186055	1476.78161474006	1176.20725451697	851.153228436277	1189.04551261293	383.481752561389	640.95704123939	577.958245041736	375.48140295868	1245.92619175629	1406.74140934847	1372.51222922198	1327.52148201793	1723.51230227142	1070.8984050933	666.812819527652	301.562399166375	844.195459124937	634.051517037731	1832.31566936069	1813.10343260005	912.550508215686	1330.4184628124	2064.66255159593	2020.22897084861	1326.66193097937	1643.1167028683	1289.92687659602	501.118162086073	199.227261297862	1349.97631484732	804.683198411907	880.332647491342	1377.12427130289	449.433717440806	901.772324150533
miR-23a-3p_gac-miR-23b-2-3p	115.393723376771	28.6286881077635	22.5897995688423	29.0418645150894	60.5217037669379	61.9469789125519	0	0	0	15.6684826039387	5.99163595075428	0	1.30209617187236	2.60685192363646	65.7834034964749	19.7336487782689	0	66.4701704439741	63.0052290065185	83.5330276036884	42.2416578328515	81.5971813240896	58.6612295798883	27.2356605918974	39.4443490860395	42.8037701928516	101.667570103794	47.3222000955108	47.8086730385717	0	0	0	7.86880332412317	18.9438124481311	4.70112531029118	20.7093812166157	9.10599020987785	11.4367407843049	12.36006922703	5.67114134394734	35.2900114145122	0	233.016549654698	13.7945691156327	77.6163355096775	45.2763108660867	283.85287417314	101.833365583028
miR-23a-3p	31417.8090733374	30326.1307401529	21826.4201351366	33564.4748709393	22072.0819646999	16054.192744917	16813.2585896025	11942.0823411369	14136.4610849953	12881.1865904488	5986.54306019614	6942.09975583689	13735.8125170816	14835.5942974151	12327.8098152394	7130.17686988395	6075.21431847293	6549.86833374852	7377.66998885944	6797.78232742448	7542.48268193248	6603.09498099555	15024.7954429104	21903.2483772232	16993.940397902	17038.8069655952	37206.9417389851	31070.0357754362	22190.5794703647	19101.398128889	15644.7152907382	24105.4737138647	12636.6424049315	4348.41683452243	13760.1937832223	13700.8245673077	12244.9551207972	9967.11959352173	14941.7786868259	11381.9806773023	8996.60024327296	9673.59035412952	5635.45459762719	9483.76626699748	12326.6996000238	10159.279737376	6836.12338633647	7472.54919844385
miR-23a-3-5p	32.3766561992379	104.971856395133	24.1477167804866	66.0042375342941	9.16995511620271	67.0807064467413	0	0	117.458376561544	48.6993378230526	31.45608874146	22.9997783186203	0.976572128904272	2.60685192363646	0	0	4.58286637657401	51.1309003415185	144.185043303379	0	0	0	27.0744136522561	57.7726133767521	20.5987156338206	44.389095014809	13.5556760138392	47.3222000955108	66.1966242072531	97.4071683605696	84.3153613082089	98.364012212871	112.786180979099	38.4288766804945	63.93530421996	56.4801305907701	107.971026774266	57.8985002205436	24.72013845406	30.9334982397128	0	0	0	0	38.8081677548388	40.9297850229424	0	24.8271428487548
miR-23a-2-5p	111.242870017894	223.065194839657	73.2221089472819	163.690509085049	82.5295960458244	86.5888710766609	0	195.414850920278	80.6086897971381	16.9389001123661	17.9749078522628	0	29.2971638671282	0	0	0	0	0	0	0	0	0	40.9876540013322	47.8687367978803	51.7159243572517	55.2221479648517	84.7229750864949	169.499516705739	125.038067947034	160.131481320027	43.8439878802686	50.8976574822414	49.1800207757698	88.2240408298677	35.728552358213	8.15824108533347	2.60171148853653	13.5811296813621	20.8576168206132	8.2489328639234	0	0	0	0	0	0	0	0
