Gene	D1_P_M	D2_P_M	D3_P_M	D4_P_M	D5_P_M	D6_P_M	D7_P_M	D8_P_M	D9_P_M	D10_P_M	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D25_M_I	D45_M_I	D53_M_I	D56_M_I	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a126_gac-miR-20a-5p	178	384	503	377	1463	259	183	138	102	399	506	338	358	751	90	1094	146	128	481	180	0	1099	438	1013	71	279	281	250	218	400	197	125	92	64	281	263	215	105
a203_gac-miR-206-1-3p	8246	72617	9943	101256	9786	119642	31322	56500	9443	10888	28243	271	1100	16496	46479	6011	9623	1487	3082	2571	4325	2428	24509	79510	5111	3563	738	1445	177508	2566	33001	14571	91455	2536	120134	92268	30863	20393
a240_gac-miR-205-1a-3p	491	107	481	79	141	1331	222	401	44	75	11	37	30	296	0	60	38	1453	86	61	0	256	154	27	0	123	92	38	66	63	8	51	88	29	40	148	288	49
a178_gac-miR-205-1-5p	31233	16239	26060	3652	4571	117044	5190	14584	5183	12248	5101	3010	6146	53536	1100	3475	3150	198196	25002	10425	4581	40547	17665	5876	2345	10888	19924	3218	8153	20050	2657	4607	8402	3558	11247	29948	55127	5353
a101_gac-miR-204-2b-3p	94	95	60	62	70	105	169	233	108	27	9	0	1	0	0	0	0	0	119	0	0	6	0	0	0	0	12	0	29	0	16	30	10	13	10	26	34	25
a233_gac-miR-204-1/2b-5p	58764	24841	14589	24307	23732	71781	32561	37371	40880	28229	12851	852	1334	19391	9042	5373	916	5383	21285	826	873	2437	2727	10302	1527	5945	7497	1772	16638	3258	1166	3456	5338	2717	11975	13166	10405	9844
a234_gac-miR-202-5p	67	103	65	30	0	0	8	117	0	220	324	49	11	14	0	83	0	23	152	23	509	28	30	0	0	0	237	0	8	17	0	2	48	4	22	31	0	43
a67_gac-miR-200b-5p	101	29	79	19	0	179	0	36	4	57	5	15	26	25	0	13	11	826	102	9	0	111	72	0	0	0	44	0	48	20	0	0	22	1	12	2	44	10
a133_gac-miR-200b-3p	59446	11414	45406	4794	8728	71177	9047	28174	6433	15103	1975	3413	9175	23478	441	2254	3774	145057	12821	4707	3960	39540	19716	2727	2794	8167	11193	2905	3860	6678	1260	1007	5325	2027	2244	4776	31823	2417
a128_gac-miR-200a-3p	10690	1046	8349	454	835	5876	1914	3295	746	928	140	574	1367	3571	26	133	290	26961	1433	1034	350	7446	2864	431	427	519	1739	173	552	1155	81	84	905	211	276	607	2043	358
a221_gac-miR-19c-3p	22	0	10	31	0	15	0	0	2	48	37	0	2	2	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	2	0	0	5	0	2	9	7	0
a220_gac-miR-19b-3p	382	741	507	504	1508	300	228	286	203	1357	1456	450	484	944	41	432	109	240	481	251	507	1213	815	845	0	734	295	348	226	636	425	423	40	68	414	397	817	114
a157_gac-miR-19b-2-5p	110	107	89	114	244	142	56	166	51	221	126	88	91	235	123	46	47	84	244	45	0	94	122	100	169	186	90	124	46	55	103	138	55	52	67	100	308	25
a106_gac-miR-19a-1-5p	0	0	0	0	0	0	0	0	1	11	12	6	0	0	0	12	0	12	0	0	0	0	0	48	0	0	0	48	0	3	0	0	0	0	0	0	0	0
a222_gac-miR-19a-1-3p	48	238	169	118	385	50	31	35	72	320	312	139	115	313	28	82	24	150	108	69	0	248	187	221	0	156	88	89	117	98	37	16	3	12	50	37	391	26
a72_gac-miR-199-5p	7883	14972	5827	6737	5608	13510	7290	3731	4028	4295	11190	3192	4488	21129	7827	4550	3025	11476	10602	5355	3743	13335	6610	21304	5501	4224	7695	35275	45158	7452	9044	10038	8204	7879	10033	22478	4661	5287
a20_gac-miR-199-3p	34935	94236	33665	56175	31957	93704	56925	53787	30733	44603	67346	11212	19639	61556	20388	21813	5559	29433	62323	12519	11613	29862	42172	48126	13321	13598	24518	71740	94222	14825	44853	29720	40640	31774	35960	87705	32608	29109
a153_gac-miR-196d-5p	163	113	72	170	108	290	384	206	143	173	130	4	20	29	99	14	14	23	0	15	0	13	70	61	0	0	27	0	300	8	79	44	120	35	88	305	28	79
a69_gac-miR-196d-3p	492	638	148	490	149	1033	296	497	296	334	412	23	40	121	173	68	53	71	166	14	0	45	124	196	119	208	106	0	832	59	189	135	323	136	234	793	228	136
a154_gac-miR-196a-5p	988	1099	621	838	730	3064	620	1266	629	719	1082	103	164	595	397	254	55	149	779	95	0	173	684	216	120	87	446	46	1315	100	701	443	1196	291	614	900	546	116
a216_gac-miR-194b-5p	38	21	11	0	0	14	14	0	2	0	4	0	5	10	0	0	0	0	0	0	0	0	0	36	0	0	0	77	0	11	2	2	3	17	0	6	15	2
a215_gac-miR-194a-5p	6566	4179	4279	1337	512	1359	642	972	1027	372	255	216	64	5723	520	325	181	721	3054	182	0	350	353	1219	384	1722	149	1224	973	277	1736	778	984	441	1066	225	372	1254
a71_gac-miR-194a-3p	132	18	35	16	0	43	0	0	19	0	0	1	0	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	13	0	30	5	8	0	15	1
a207_gac-miR-193a-2-5p	569	2363	286	849	783	2837	602	845	642	1185	1273	122	96	611	298	315	71	230	526	144	1065	226	154	1603	1	265	425	1123	1922	406	950	1537	1687	618	1134	4295	950	339
a195_gac-miR-190b-5p	0	15	84	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a86_gac-miR-190a-3p	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
a131_gac-miR-18c-5p	114	48	539	255	734	165	134	28	80	273	38	76	116	169	41	178	50	248	127	21	0	223	178	22	344	86	38	134	24	209	33	27	68	44	104	88	52	51
a130_gac-miR-18a/b-5p	191	67	359	87	120	135	13	23	52	121	86	165	207	224	0	268	49	71	0	69	0	259	177	302	178	0	122	72	26	126	17	53	38	32	40	138	112	37
a32_gac-miR-18a-3p	86	168	221	94	248	183	64	94	110	546	171	124	168	228	31	120	64	153	374	86	0	199	253	150	0	349	140	77	184	166	115	131	50	78	129	125	406	73
a76_gac-miR-184-5p	58	9	58	0	43	128	3	0	13	6	0	1	3	0	0	0	0	35	67	5	0	8	10	0	0	0	9	0	0	12	0	0	12	0	0	0	0	0
a204_gac-miR-184-3p	21144	3240	13528	953	3016	40768	4235	11220	2374	3872	438	1180	2626	6928	207	919	574	8100	7208	2441	2383	13995	8361	1037	624	1247	5315	710	2042	2532	256	363	3256	1462	698	2944	17537	291
a159_gac-miR-183-5p	855	280	847	387	522	1328	340	608	224	417	233	156	381	1103	30	136	350	6111	322	132	161	1196	770	212	340	0	458	216	308	395	67	91	460	91	276	599	382	244
a243_gac-miR-182b-5p	6	10	0	10	0	41	19	81	15	77	80	6	28	37	0	18	0	0	0	1	0	30	31	38	0	0	21	0	21	22	0	0	9	0	14	12	10	6
a241_gac-miR-182a-5p_gac-miR-182b-5p	47	17	116	11	0	102	9	64	5	25	0	16	10	35	0	13	12	170	1	1	0	39	37	23	0	0	12	0	0	13	4	0	6	7	18	2	0	4
a242_gac-miR-182a-5p	601	123	365	157	205	784	166	562	93	164	44	30	72	333	33	34	117	2108	425	61	0	227	258	60	292	0	132	0	83	78	20	8	97	36	42	206	233	73
a87_gac-miR-181b-3-3p	56	0	13	4	0	3	28	0	0	0	6	0	5	23	0	26	0	0	0	0	0	9	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3
a8_gac-miR-181b-2/3-5p_gac-miR-181c-5p	3363	2388	2813	2309	1893	3015	1790	2305	1179	1190	1607	1179	1319	3446	640	1265	279	11338	3349	676	1084	2125	2138	2806	1069	500	1423	5013	2727	1023	1809	1903	1725	839	2368	3292	1801	1860
a88_gac-miR-181b-2-3p	2	0	0	3	0	0	20	0	3	0	11	0	2	6	0	0	0	0	0	7	0	0	4	79	0	0	0	0	0	0	0	0	21	0	2	0	0	0
a7_gac-miR-181b-1-5p	1562	1235	1383	1413	1268	1531	1207	676	753	660	800	682	774	1019	239	742	193	1358	1289	343	75	1582	969	967	340	136	798	1937	1798	582	540	535	585	365	650	910	984	467
a6_gac-miR-181a-5p	13642	12847	15513	14998	14663	15032	10826	7444	5473	7430	13793	15493	14951	24575	9047	14105	4865	57172	18814	5485	4315	31860	19841	30336	11563	7179	17734	44452	35542	16089	12194	13413	13529	7193	17695	26996	14290	13597
a23_gac-miR-181a-3-3p	482	586	373	486	200	669	466	517	252	502	527	247	474	587	108	380	106	510	660	162	646	689	724	543	725	363	538	745	942	368	310	394	472	293	598	966	738	358
a21_gac-miR-181a-2-3p_gac-miR-181a-3-3p	56	82	120	57	45	117	14	90	31	72	142	28	48	69	26	61	10	99	181	32	0	87	75	48	1	0	61	45	60	40	105	75	61	44	188	189	155	61
a22_gac-miR-181a-2-3p	1830	2825	1771	1778	402	2969	1812	1377	1110	1061	1545	452	601	2862	835	854	216	5562	2674	826	474	1336	860	2277	2872	266	1896	8753	2049	702	1223	993	847	663	3106	2600	1592	1703
a24_gac-miR-181a-1-3p	362	349	662	277	673	496	299	195	203	126	127	183	167	320	33	220	60	1314	339	71	0	501	120	399	212	129	194	307	190	229	71	117	109	54	234	345	213	102
a2_gac-miR-17a-5p	134	103	389	140	1010	145	0	39	62	61	297	157	110	265	40	355	64	170	0	68	102	703	219	380	0	0	139	418	123	105	36	78	58	79	164	181	170	66
a31_gac-miR-17a-1-3p	14	0	8	0	0	0	0	0	0	17	19	3	20	0	0	0	0	0	191	0	0	7	7	38	0	0	0	0	0	4	12	13	6	0	3	12	0	0
a115_gac-miR-1788-5p	11	0	0	0	0	18	0	42	0	0	0	0	3	0	0	0	0	26	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
a150_gac-miR-16c-5p	77584	159188	177129	282618	552378	198670	144971	164221	134692	523267	329043	252911	344638	298756	74262	270599	76157	179884	458349	63681	77685	345634	433016	271277	178808	156894	208579	182438	316702	244875	158362	210284	128152	82089	190396	279133	377826	125561
a149_gac-miR-16a-5p_gac-miR-16c-5p	4589	8571	10973	13449	24623	9852	6531	7673	5948	22652	18140	11689	16406	14786	5845	16368	2997	14983	16488	3484	3811	19944	17967	13731	8108	5117	9724	7061	16787	11388	8931	7133	6971	4557	8629	14792	13817	5425
a151_gac-miR-16a-5p	5018	5536	11377	9137	40358	6265	3712	4153	4211	14853	9883	11120	15422	15286	5295	10353	3911	8657	18213	3484	1381	13992	16799	12818	6874	8480	8993	9838	14493	9059	4663	5068	5039	3134	6403	7045	11721	4324
a152_gac-miR-15c-5p	31040	65352	82425	81561	136126	58148	39935	46847	35314	150658	101428	74835	145003	171269	34562	68038	34409	90140	158910	37086	63535	162149	132000	115245	88489	94873	72341	107995	137032	105889	74467	101621	48799	46996	94455	111205	179681	57189
a147_gac-miR-15b-1-5p	82	177	83	72	436	77	10	121	64	145	355	329	447	689	193	317	215	356	155	199	122	965	191	686	0	223	276	429	1009	696	296	169	218	88	240	685	279	106
a148_gac-miR-15a-2-5p	24397	30453	48448	43951	87441	27198	15105	16738	16925	73178	70544	58372	65710	60814	8952	41298	12221	25319	36787	13991	14405	75384	75608	52344	16500	30838	37002	30326	44975	56312	29705	39143	30538	20874	37537	62530	57125	24202
a225_gac-miR-155-5p	1668	296	3159	2222	6230	812	1862	2072	1175	1005	542	401	562	1331	132	1399	496	1938	1625	230	263	2243	729	1025	1311	385	739	1826	803	704	165	328	286	321	1075	665	414	423
a235_gac-miR-153c-3p	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	3	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a16_gac-miR-152a-5p	745	1310	1058	952	1305	1410	787	524	429	952	956	429	614	1448	274	689	202	931	1246	241	156	1116	625	1299	811	303	816	854	1483	549	413	415	440	399	710	1173	966	376
a169_gac-miR-152a-3p	2711	3188	3859	1869	1711	1068	1863	1952	624	1729	1961	832	1209	3221	197	994	154	664	575	838	389	2255	1541	1597	174	593	889	1043	570	792	656	529	633	581	583	1057	986	507
a29_gac-miR-150-5p	11182	30441	11188	2870	1701	4883	1657	8372	1668	6460	9354	924	2164	15122	1005	2432	882	289263	13481	996	5177	7871	2681	16310	4507	15440	3393	2816	5463	4491	7931	3117	2848	2747	4688	4248	7173	5554
a78_gac-miR-150-3p	32	104	36	8	0	0	0	129	4	34	2	0	1	4	0	0	0	624	68	3	0	7	6	148	0	0	16	51	44	11	22	9	7	3	5	8	0	14
a170_gac-miR-148a-3p	2986	3159	3537	1460	1463	1481	1659	1970	724	1350	818	569	711	3544	335	407	231	1409	3438	671	250	1047	1034	2055	189	927	523	1533	977	474	868	454	590	330	845	784	962	584
a183_gac-miR-146a-5p	88678	30960	61150	47960	23411	29520	47667	47591	14962	13356	37344	27416	27329	66170	14462	40222	12521	105725	92886	33805	10778	73128	47580	60768	37964	9469	50753	143706	49696	17306	15515	13237	15192	9754	40792	24951	22793	39473
a53_gac-miR-146a-3p	986	463	825	545	422	684	529	332	253	371	1469	447	337	1065	237	283	217	2794	1672	551	1107	797	824	1044	324	693	584	3760	967	414	390	566	327	156	725	575	721	473
a121_gac-miR-145-5p	2576	10378	3701	2900	3222	4400	1054	1520	1073	2141	14238	2290	2749	9301	2932	3314	912	9999	7055	1371	1793	5218	5226	5694	1200	1237	2748	7207	6207	2672	6666	2246	1821	1890	5626	5075	3107	2019
a113_gac-miR-145-3p	2286	4554	3071	3570	1264	3364	2008	3410	1204	1303	4783	2209	2534	6724	1755	2318	281	5467	6095	916	140	4043	5355	2065	2874	1012	2772	3661	2981	1415	4019	1499	1517	1627	3549	2730	3100	2679
a48_gac-miR-144-5p	6899	7757	9329	12482	120039	8946	11862	12112	7672	19941	10985	10750	17366	28440	9719	20973	5863	9507	29623	9054	1668	11437	11311	56815	17416	5260	13464	10589	18145	8745	3407	5218	3344	1776	5155	4330	21062	3323
a80_gac-miR-144-3p	562	1005	1118	426	4959	423	711	578	377	1421	1665	941	858	2314	822	1412	505	996	360	1261	503	1160	810	6405	928	1219	739	1668	1548	667	208	175	210	111	137	222	344	141
a120_gac-miR-143-5p	31	60	81	16	153	29	0	0	11	16	138	50	33	50	0	33	5	35	0	26	0	60	82	40	0	0	7	0	43	46	38	16	1	0	41	90	111	31
a55_gac-miR-143-3p	34967	91279	57231	61569	46012	49184	52870	55918	17567	20318	69992	35884	42075	158194	45062	60269	14818	139549	127747	28918	9464	54550	68857	121726	112070	8631	41753	226881	82237	23691	47936	17451	18360	21069	84307	68504	35801	43884
a66_gac-miR-142-5p	1120	333	3814	1190	6256	325	611	707	318	832	931	1039	827	2086	463	1614	456	1524	1182	536	407	3156	880	3078	1230	449	679	2200	799	741	136	128	160	378	454	311	308	262
a218_gac-miR-142-3p	240	290	1557	528	2690	139	85	356	195	449	510	329	416	1131	151	628	126	410	67	231	590	1264	677	1268	136	568	206	473	250	490	82	98	53	156	169	222	228	127
a65_gac-miR-140-5p	110	1232	231	163	1245	211	159	308	83	161	347	219	320	555	151	350	167	552	415	112	65	387	342	652	0	0	237	411	544	185	60	132	39	68	151	248	289	51
a139_gac-miR-140-3p	3109	28413	4432	4659	16157	4396	4569	3099	2620	9003	11026	8845	10971	13167	2893	17789	5224	5552	10188	3662	3460	15812	6759	14454	5828	1860	16070	16201	18873	9831	4520	5366	6377	2922	7542	14542	10719	3222
a180_gac-miR-139-5p	1559	1171	1241	869	777	997	877	711	384	424	2011	781	1072	1995	502	1172	206	2445	606	324	1180	1863	1747	2174	601	1344	1765	1340	1394	933	1025	1471	1137	1458	1052	1728	2005	807
a54_gac-miR-1388-3p	798	323	2851	4498	3930	309	931	560	529	631	246	523	1495	2499	117	751	553	1964	1689	204	143	2086	1124	1598	1516	954	734	2428	578	1074	289	647	179	400	1473	1015	423	635
a160_gac-miR-135c-5p	295	149	62	118	46	101	211	92	68	12	0	28	0	93	11	40	52	77	48	34	0	32	18	77	0	135	3	173	23	49	15	20	16	1	20	22	67	24
a162_gac-miR-135b-5p	5	31	20	17	0	67	31	0	2	82	18	1	4	26	9	31	1	0	0	7	0	9	20	30	0	0	20	0	18	5	15	0	6	0	2	14	0	0
a163_gac-miR-135a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	8	0	0	0	7	14	51	0	0	0	0	0	0	0	0	0
a161_gac-miR-135a-1-5p	0	88	0	30	0	30	0	0	6	7	89	5	1	32	0	7	3	17	101	0	0	3	11	0	0	0	4	0	9	4	14	0	0	0	9	53	0	0
a246_gac-miR-133b-3p	5	124	7	57	68	110	29	1	5	5	73	6	4	31	34	0	17	19	0	0	0	9	12	137	0	47	0	0	435	4	7	19	238	0	436	512	57	30
a41_gac-miR-133a-5p	30	336	80	237	0	177	28	74	6	66	214	1	0	79	54	17	15	0	27	14	0	17	69	171	0	0	0	51	200	40	41	41	261	4	187	424	102	23
a245_gac-miR-133a-3p_gac-miR-133b-3p	23	155	3	86	0	85	0	46	7	0	115	0	0	41	64	35	13	0	0	7	0	39	18	286	0	2	0	0	612	3	38	15	200	5	508	878	108	36
a236_gac-miR-133a-3p	2068	27735	2135	23694	1701	25101	2408	4565	825	2392	16457	427	387	7266	10130	1712	3647	1041	1122	1494	739	2533	9469	31305	300	1480	275	918	99934	3024	7211	6651	46906	423	54975	102348	12615	6777
a64_gac-miR-130c-3p	58	0	61	22	230	35	15	0	17	30	53	45	48	23	25	33	7	81	65	21	0	97	74	119	0	71	57	71	69	25	19	15	10	9	4	39	20	15
a104_gac-miR-130c-2-5p	120	116	237	238	401	420	94	370	122	171	196	116	136	115	64	270	21	113	259	32	0	223	313	128	129	55	47	95	339	116	71	90	93	63	73	199	400	123
a30_gac-miR-130b-5p	6070	10272	9907	7363	5776	15603	6269	9948	6071	10834	9418	5902	7467	4696	2823	8382	1481	5452	15224	1628	6717	10406	9500	5849	6785	2920	5100	7600	11307	5296	3574	4648	2973	3976	3910	10311	15267	4783
a62_gac-miR-130b-3p	49	50	101	48	85	28	0	131	11	66	121	191	92	77	19	258	28	43	57	13	0	191	176	118	0	135	80	188	178	54	11	16	35	20	27	79	95	38
a70_gac-miR-1306-5p	139	466	199	121	114	171	92	470	104	632	735	108	218	161	198	163	18	245	874	37	1252	154	210	265	130	1288	175	179	316	152	252	395	73	80	79	162	453	66
a12_gac-miR-129-1b/2-3p	19	0	10	0	0	12	0	0	0	0	5	0	5	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	0	7	5	0	17	34	0	0
a96_gac-miR-129-1a/2-5p	0	16	16	70	26	16	9	0	16	45	28	2	6	17	0	0	55	34	0	8	0	11	7	34	0	0	60	0	98	16	13	0	180	0	54	47	0	13
a117_gac-miR-128-2-5p	5	0	23	3	0	10	0	84	2	0	0	0	0	8	0	0	0	58	0	0	0	7	14	0	0	0	0	0	6	2	5	0	0	0	1	5	0	4
a166_gac-miR-128-2-3p	19754	31648	36262	35791	43874	27553	28870	33709	18063	78737	55605	19579	37613	40393	8729	18818	6420	34589	53158	9849	20053	36020	53094	26567	30399	36035	28827	24190	43297	26521	31270	44253	21746	17784	32018	42508	77761	17165
a68_gac-miR-126b-5p	2885	3957	4937	1723	1683	3426	960	2212	877	1727	8937	2165	2965	6220	1648	2722	414	3604	4126	2211	2670	5858	3931	4466	1086	2378	4705	3597	5727	1984	3269	4648	2892	1688	4727	6232	2926	1423
a179_gac-miR-126b-3p	83994	103435	174169	89415	87671	127712	97715	120211	38703	46678	150054	69566	93678	195199	83369	160186	24449	195958	243737	82067	65183	170403	82745	217750	73301	51250	204115	173360	272683	40704	53394	65184	43984	50942	99858	91762	71468	43003
a175_gac-miR-125b-2/3-5p	86821	268507	71650	86998	66031	248631	50476	81022	63185	88089	226878	21030	29032	108893	102515	72155	18147	119745	206764	25882	33070	49765	52828	104588	27330	55336	99803	121223	255487	39575	108705	96676	132493	68575	119653	239876	110018	47230
a28_gac-miR-125b-2-3p	490	714	152	344	142	730	872	916	252	273	273	26	24	112	167	50	7	256	632	36	0	42	133	208	183	455	80	94	563	12	156	116	155	132	97	153	138	45
a176_gac-miR-125a-5p	46645	98607	48189	47063	28406	128096	52304	63802	37896	36632	97781	35156	47357	95787	86532	89601	16893	136747	229426	30144	43604	100264	51159	119043	65384	50524	124474	165819	196440	40737	59557	58474	65913	41834	64424	94793	76476	55987
a61_gac-miR-125a-1-3p_gac-miR-125a-2-3p	51	152	58	66	112	134	8	131	38	52	28	17	33	46	31	40	24	71	105	2	0	43	42	74	0	18	59	191	196	26	66	12	80	45	99	133	31	22
a129_gac-miR-124-3p	42	19	96	15	99	20	0	0	6	3	5	2	0	0	0	0	0	0	18	0	0	0	12	0	0	0	12	0	0	0	14	0	21	0	18	3	26	4
a123_gac-miR-122-5p	616404	483946	466665	166239	6436	149433	175020	176633	198393	88943	39735	5578	1075	287681	7512	9283	2855	31558	88669	5220	4982	6872	32060	31438	75676	603411	3325	47689	17015	3486	617165	235841	287013	94073	215550	87567	92594	283633
a11_gac-miR-122-3p	2836	2132	2391	602	0	705	418	280	682	188	134	102	18	2435	104	77	15	226	729	36	0	152	127	474	413	1375	61	523	252	61	1637	500	1065	232	1146	415	112	881
a141_gac-miR-10c-5p	3632	8566	9152	6998	1732	5928	4280	6487	1277	1771	19851	2049	2431	8093	2391	4871	1516	7425	20552	6156	3511	10489	4717	8896	8742	1911	11200	47287	2857	4608	7631	10061	2587	3404	17351	10284	7460	7037
a140_gac-miR-10b-5p	31801	59112	37972	57380	27124	94933	55242	66993	28735	34197	98076	13208	30153	97615	35581	53042	6086	32891	103919	10814	14837	37422	65116	28155	25789	8811	49398	62643	70206	10033	35508	17734	28762	22659	48637	66923	32211	16552
a132_gac-miR-10545-5p	19	12	0	15	38	22	17	0	6	0	27	6	3	53	0	24	0	16	100	0	0	17	4	15	66	0	8	53	1	0	8	43	19	3	23	14	23	2
a90_gac-miR-10545-3p	142	43	26	20	0	54	117	23	25	49	10	6	4	36	0	0	0	159	181	3	0	31	3	23	0	0	26	66	107	5	35	27	14	19	17	22	35	16
a37_gac-miR-103-3p	2239	3402	4296	2970	5958	2238	1807	1994	1211	3993	5482	2540	2682	3486	585	2442	763	3147	1865	843	1389	4496	4090	3347	1818	1606	1929	4280	2129	2845	2274	3082	1432	1229	2970	5445	4616	1077
a172_gac-miR-101b-5p	707	1076	894	796	2000	661	371	347	417	2216	3522	769	804	2225	486	959	457	1354	1027	241	838	1459	1397	2218	40	2620	1062	1011	1703	1240	2010	2176	1477	722	1728	2591	2043	749
a19_gac-miR-101b-3p	170	225	308	55	274	20	35	39	48	109	278	47	81	290	31	105	10	85	0	63	0	118	73	371	0	0	108	28	47	84	35	10	37	39	46	48	79	43
a171_gac-miR-101a-5p	0	0	5	0	34	0	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0
a138_gac-miR-101a-3p	9037	15614	19973	9961	13771	6059	7531	9396	4147	28600	33017	9708	14380	21336	2961	11730	2069	6778	9897	8694	7721	19798	14546	15213	6053	4562	10195	9578	8571	8739	5663	5132	4791	4277	7629	12498	16406	2817
a9_gac-miR-100-2-5p	68691	172197	62711	118648	52939	171155	78163	102560	43147	72353	156961	27953	42790	123880	51293	56327	16214	92512	202051	31138	24856	92264	88873	79851	64393	19828	101657	251180	181285	44415	86760	72395	134722	59105	165279	265075	86381	64755
a18_gac-miR-1-3p	13716	80653	16642	159224	11798	111944	50679	95401	7615	12990	51051	1503	2532	40808	83363	11716	8575	5464	8703	11015	868	8213	58496	129289	23584	3622	1484	3907	220340	4454	12870	10770	160941	2472	116461	130999	46318	31981
a194_gac-let-7j-5p	7576	5677	13782	16695	29908	9320	10970	10302	6304	12871	10090	10288	14232	16155	5056	9501	2334	14763	20457	3918	2297	16109	15745	15273	12514	5525	9310	11295	14893	8559	6186	7735	7645	4360	10035	11017	13881	7786
a92_gac-let-7j-3p	158	180	269	173	702	224	155	133	74	307	214	278	362	430	98	294	150	261	257	66	145	576	288	254	311	237	196	201	501	234	77	153	86	115	261	319	348	128
a192_gac-let-7i-5p	1615	1726	2074	2853	1728	2637	3499	2934	924	867	1673	1700	1658	2569	1165	1001	507	3945	3024	1181	729	3880	2955	3571	2968	624	1607	6452	4055	1549	1717	1804	2705	993	3877	4149	1497	2151
a184_gac-let-7h-1-5p	20457	21007	38460	43747	42214	37150	39103	39178	19352	37490	26811	14310	25619	26305	8292	18717	5648	40037	62385	6829	13627	27450	37463	32723	41365	31074	12602	49419	33605	17700	28446	26825	22200	19775	31547	40803	51106	21372
a82_gac-let-7h-1-3p	1839	2336	2793	1005	1970	2053	588	1461	686	2484	3390	591	1090	1488	499	884	240	2064	3072	311	2583	1898	1605	1071	201	2409	1227	613	1660	647	746	1190	671	481	780	1037	3367	536
a191_gac-let-7g-5p	58007	67341	96961	141183	175048	110443	110645	122312	64322	174825	132592	75865	150589	116328	44087	88056	21543	125024	179135	30262	35732	111586	154150	142540	137177	75457	79249	76542	180699	104094	101917	132083	136896	52644	122840	186830	193838	77638
a84_gac-let-7g-1-3p	2	23	7	0	0	10	1	0	5	22	0	5	9	18	17	0	0	0	0	1	0	10	0	0	0	0	10	0	0	16	10	13	0	0	8	23	0	0
a186_gac-let-7f-5p	15463	12734	26778	34971	46827	25467	26431	32282	12562	23502	15710	13389	23349	23962	7641	21506	4059	24071	45537	6213	4929	24206	24820	28363	31223	12311	14298	28120	23901	13164	13236	13490	17717	11845	27029	24674	28558	16538
a185_gac-let-7e-5p	115280	109018	223202	273872	352959	193962	251905	269834	115940	246101	163186	194148	274483	196258	53437	231046	40962	183834	338100	56315	58401	298007	343103	205277	355976	74508	129626	304643	191602	135579	106073	119277	155175	107633	215288	252512	306157	171348
a83_gac-let-7e-1-3p	103	106	204	124	434	263	116	251	133	377	539	160	164	257	92	272	52	147	357	92	192	362	387	167	0	241	231	278	83	162	93	86	41	62	100	144	477	50
a193_gac-let-7d-5p	47605	76323	53826	57711	32866	123041	126193	146538	46865	47917	59218	16383	23572	46284	20510	37922	8913	50961	131005	13800	39157	34684	35295	84904	59504	34434	25055	165762	88737	16271	59547	53887	50483	39787	43800	78371	64411	39780
a91_gac-let-7c-2/d-3p	426	560	174	203	80	749	218	175	121	176	136	26	54	78	99	38	0	138	175	22	0	93	89	89	169	231	251	104	378	22	43	96	95	57	134	178	204	33
a189_gac-let-7c-2-5p	34607	67213	28062	48076	25665	101229	68391	84314	35642	32197	40611	6324	8127	24624	21678	15823	5655	44894	73849	6749	10288	11033	16192	52299	24048	34110	10979	62550	86964	9108	48106	42759	63182	40841	39856	85507	36991	27889
a190_gac-let-7b-5p	130398	259961	134944	115851	66552	351488	376309	442284	141933	136681	172849	31183	45789	140473	79772	68596	23288	306198	500067	39471	182043	63508	77153	246195	252435	290373	48457	371933	371317	49355	371754	258049	163782	178414	132984	218227	304515	124872
a81_gac-let-7b-1-3p	6227	11420	5656	2274	1283	7278	2033	4044	1714	3372	7388	717	1212	4551	2805	2247	590	8431	7219	835	4408	2867	2021	4443	280	11929	3419	3949	6699	1248	3018	3144	2445	1355	2917	3394	6114	1638
a187_gac-let-7a-5p_gac-let-7c-2-5p	1171	1697	1295	2414	1403	1624	1188	1806	1252	2361	3111	1292	2322	2370	1020	1895	379	2496	3500	584	1150	1630	1831	2979	1225	1365	1928	2698	3621	1929	4017	2413	3313	2055	3717	7397	4069	2406
