Gene	D1_P_M	D2_P_M	D3_P_M	D4_P_M	D5_P_M	D6_P_M	D7_P_M	D8_P_M	D9_P_M	D10_P_M	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP	D25_M_I	D45_M_I	D53_M_I	D56_M_I	D27_G_F	D28_G_F	D29_G_F	D31_G_F	D35_G_F	D36_G_F	D38_G_F	D41_G_F	D44_G_F
a175_gac-miR-125b-2/3-5p	85885.8363835974	195233.139311971	49836.1223658552	73455.3647626261	52838.5981657049	179879.021463132	56313.2498433126	75325.191426247	102585.430123518	75923.8520054717	151800.77550648	29163.0105843087	28253.8888597985	63737.795781299	206084.556876461	73313.3169273738	66770.4631332301	74487.1033316897	111010.277642556	63313.3991225763	63854.2589885411	29974.9722484076	38675.1524003803	67816.6045352026	34228.8933510542	81397.9349249303	98093.8826182191	79662.9895178946	134923.224681527	48670.4430027054	123939.429883259	108086.364037275	170972.28673505	124542.47043843	101351.99754832	148972.177214147	76344.8179183922	70454.7710854572
a28_gac-miR-125b-2-3p	484.722127457213	519.153919520711	105.723525465597	290.450877932175	113.629673025247	528.138830910412	972.841624997396	851.594324337121	409.140276824033	235.298523056157	182.660336009966	36.055077279697	23.3567557397067	65.5564005721716	335.717904680964	50.8026588090734	25.7559509523674	159.244214396531	339.316783724899	88.0643832939011	0	25.2978767091956	97.3687300153436	134.870671045647	229.194565797399	669.294137466447	78.6300072087765	61.7731042350222	297.32148992199	14.7579359704982	177.862573587125	129.691114943976	200.015883434844	239.731769564313	82.1637883060774	95.0188560496447	95.7623740909499	67.1281960373824
a176_gac-miR-125a-5p	46142.5788474321	71697.7738685977	33517.8353201423	39736.888570122	22730.7358588392	92674.6187456166	58352.647194798	59315.9618792107	61526.9044862045	31573.0970571177	65423.8473091226	48752.0114171164	46087.7450652204	56066.5262643447	173954.142082953	91039.3806390356	62156.4684911917	85063.1585393843	123177.36142859	73739.2436114265	84194.1671888826	60392.0550088282	37453.2846530449	77189.4677561874	81888.8387437003	74319.5978051753	122342.393966316	108969.727352629	103740.379183438	50099.5031358486	67903.5980456949	65375.5022002937	85055.7866118766	75976.8094541929	54570.3082250591	58870.0811863658	53069.0095723151	83517.9180343318
a61_gac-miR-125a-1-3p_gac-miR-125a-2-3p	50.450670408812	110.520162138863	40.3418715592408	55.7260405334987	89.6234040762513	96.9460319753359	8.92515252291189	121.789144637732	61.6957560290208	44.8187662964108	18.7343934369196	23.5744736059557	32.1155391420967	26.9249502349991	62.318892485688	40.6421270472587	88.3061175509739	44.1653875865378	56.3738327391051	4.89246573855006	0	25.9002071070336	30.7480200048454	47.9828348912399	0	26.4775702733979	57.9896303164727	125.517690520098	103.508014253481	31.9755279360793	75.2495503637837	13.4163222355837	103.234004353468	81.7267396241976	83.8578870340377	82.5980905529591	21.5118376581119	32.8182291738314
a129_gac-miR-124-3p	41.547610924904	13.8150202673579	66.77275292564	12.6650092121588	79.2206875316864	14.4695570112442	0	0	9.74143516247697	2.58569805556216	3.34542739944992	2.77346748305361	0	0	0	0	0	0	9.66408561241802	0	0	0	8.78514857281296	0	0	0	11.7945010813165	0	0	0	15.962025834742	0	27.0989261427853	0	15.2468885516432	1.86311482450284	18.0421864229326	5.96695075887844
a123_gac-miR-122-5p	609764.608679869	351880.199910882	324588.611917123	140361.231094671	5150.14489852458	108111.465643062	195260.024320005	164213.602937379	322105.424364882	76659.9140519551	26586.1115434286	7735.20081023653	1046.18801750769	168386.882794669	15101.2748500803	9432.02163449256	10504.7485670013	19630.5817106473	47605.8226204163	12769.3355776157	9619.65280559153	4139.21449394267	23470.9886036986	20384.9238285243	94778.8413184917	887603.175346739	3268.05967461477	31339.3358283401	8985.65746185198	4287.18039942971	703657.405307039	263676.571030192	370368.766143773	170850.65725927	182581.490405928	54382.4586124133	64253.7772940393	423106.036148242
a11_gac-miR-122-3p	2805.45296626256	1550.19069526352	1663.05887755422	508.289036381306	0	510.051884646357	466.339219322147	260.312675561565	1107.27646346822	162.037078148562	89.657454305258	141.446841635734	17.51756680478	1425.26638743962	209.069832855211	78.236094565973	55.1913234693587	140.582783021937	391.39546730293	88.0643832939011	0	91.5542204713744	92.9761557289372	307.349509979023	517.25330969577	2022.59217366234	59.9553804966921	343.69503739273	133.081732611619	75.0195078500323	1866.41687796233	559.013426482656	1374.30268295554	421.346746506974	970.718571121285	257.730884056226	77.7201876680173	1314.22090464298
a141_gac-miR-10c-5p	3592.87911617265	6228.39282158881	6365.66911224434	5908.64896444582	1385.96192732203	4288.77669813277	4774.95659975786	6030.88687988527	2073.30211708052	1526.42375213353	13282.0158612961	2841.41743638843	2365.84471680112	4737.03526634451	4806.59586881548	4949.19502117993	5578.00309196985	4618.70426521188	11034.2381948008	15059.0095432571	6779.3257728687	6317.84354292268	3453.29548482989	5768.3148539523	10948.7371267807	2811.03537735908	11008.2010092287	31075.1572336329	1508.78773837855	5667.04741267129	8700.44422463687	11248.468167684	3338.32961578027	6182.17381512819	14697.1535144201	6386.75761839572	5176.71964288758	10497.3581225569
a140_gac-miR-10b-5p	31458.4660719731	42980.7093707399	26411.4059801292	48447.8819062448	21704.8679657521	68681.9227874221	61630.4094588374	62282.5966924855	46653.3565656293	29474.3721353531	65621.2275256902	18315.9792580861	29344.843992474	57136.5003736833	71528.0165655892	53893.4925710174	22392.9596423011	20459.7713113918	55793.4507087149	26453.5622483402	28648.4923076197	22540.4081478933	47671.1445389407	18256.1718427413	32298.8997669351	12960.7706488283	48552.0637012393	41166.5166871755	37075.9369830608	12338.864299334	40484.2580957156	19827.0882104869	37115.2054151805	41152.1376254376	41197.939915904	41561.7444667344	22352.1871872724	24691.242240239
a132_gac-miR-10545-5p	18.7953477993613	8.72527595833128	0	12.6650092121588	30.4079406687281	15.9165127123686	18.9659491111878	0	9.74143516247697	0	18.0653079570296	8.32040244916084	2.91959446746333	31.0222252707598	0	24.3852762283552	0	9.95276339978317	53.6893645134334	0	0	10.2396167632458	2.92838285760432	9.72625031579186	82.6603352056194	0	7.86300072087765	34.8295162176189	0.528102113538171	0	9.12115761985257	48.0751546775084	24.5180760339486	5.44844930827984	19.4821353715441	8.6945358476799	15.960395681825	2.98347537943922
