Gene	B9_Immature	B31_Immature	B27_Immature	B11_Immature	B14_Immature	B17_Immature	B19_Immature	B43_Mature	B54_Mature	B60_Mature	B48_Mature	B49_Mature	B59_Mature
miR-425-5p	-0.23270640995263	1.3678698572347	0.00422435155600809	0.344733803506626	0	-0.0142649808497719	-0.3333596935489	0.258241038968935	0.467223314952856	-0.125853418648646	0.189942945909726	-0.494587477438357	-0.732860700600886
miR-375a-3p	-1.56261422386891	3.15430481885517	0.602301582999099	0	0.348377942034347	-1.59807655438194	-0.0247995771479879	-0.817174510934308	2.54469536548963	1.01945298630776	-1.68183139292294	-0.0865213327352503	2.54580598730514
miR-365-2b-5p	-1.21494834175054	-0.543162178915075	0.71421252888144	0.290491342657598	0.374351062458672	0.384311205202424	-0.138972501559473	0.0472755778518943	0.633486614683946	-1.7363873144683	-1.2567893160177	0	-0.626923465379663
miR-365-2b-3p	0.730992406171168	-1.08084824827771	0.936942970019464	1.32120135771569	1.59336416361213	1.22666468805446	0.896370784754728	-0.270447405818889	-0.293295966110845	-0.697582421938113	0	-1.45381867602771	-2.1103957671524
miR-34a-5p	0.750993333025381	0.559430063874942	0	-3.02936833888771	-1.26168689607677	0.306775054541441	-0.089883482762243	1.23415595123632	-0.70213759131203	-3.02936833888771	0.697554423338932	-3.02936833888771	1.5110437481652
miR-338-3p	-1.68667672892761	-2.51328112473379	-0.86781961274308	0	0.468144416815386	0.121215314924334	1.27046783560381	-0.282443306835152	0.271248275649962	1.3913906502119	0.902328804634887	-0.162803036388656	-0.467806379223099
miR-338-1b-5p	-1.58938273032837	1.47319362034756	1.34659930676421	0.0300165183634946	-1.58938273032837	-0.866977913874122	0.127532667767958	-1.58938273032837	0	1.91473890444236	0.196447349626066	-1.58938273032837	-1.58938273032837
miR-338-1a-5p	0	-3.45559934987291	1.4222533581614	-0.410567539346753	-0.64563814026774	1.20958731168229	1.71722264610225	1.17997049823245	0.250957086563681	2.11599694444417	-0.0236191528778225	-2.83729880759504	-3.45559934987291
miR-31a-5p	-1.50842017792604	0.0251280000006515	0.00430502959789614	-0.841397244217605	0.904293048069437	-2.10406336370506	-1.25893767959106	0	1.93607378412244	-0.545118864717441	0.247447170585217	-0.0929558695885495	0.854267746279423
miR-30e-5p	0.894998372629248	-0.0270252384412739	-1.067041410061	-0.113383429454078	-0.640935859064625	0.0490585376207218	-0.0386381029059137	0.364196552227851	0	-0.233532713667534	1.80096315103749	0.607110060017499	0.0587377722672535
miR-30e-3p	0.283668912860998	0.00373365171659579	-0.471291712606938	0.539750037787018	0	0.569022369717644	7.52686437301975e-05	-0.163556136777352	-0.377672410734977	-0.00317365157926908	0.00375062452459396	-0.502478208061937	-0.187130445588506
miR-30c-2-5p	0.453771380249389	0.130628095644331	-0.704628313044697	-0.357431231264357	0.0119841915732337	-0.125072729880495	-0.252348692110832	0.779858958396854	0.246627162901987	-0.330816586033196	0	0.32065006825505	-0.0894394857740668
miR-30c-1-5p_gac-miR-30c-2-5p	0.270740273639721	0.740797256073924	-1.10913911280208	0	0.704826653418951	-0.248496428745435	-0.0648338909569253	-0.0246473656445785	0.320814028835427	-0.705778372346046	1.32301789332377	0.692452902973446	-2.32245460810529
miR-30c-1-5p	0.273190821896195	0.0324687682432412	-0.652090511436564	-0.228293964322242	-0.165546846280151	0.3364451793986	-0.14768666162867	0.885372693287959	0.0106296349425037	-0.601642335220014	-0.539857175312696	0	0.289016187664615
miR-30bb-5p	0.171863016631988	-0.722597006142519	-0.683271246918591	-0.115661118592898	0.336719142366201	0	0.078763917133136	0.690358058209588	0.0713867068218406	-0.662105223499056	0.845112241521333	-0.0109938019957649	-0.928046162841472
miR-30bb-3p	-0.658239345438338	-4.03909133827101	-0.393573015885847	0.595119306919116	-1.83507763643602	0.341005334511377	0	-0.573772837358687	0.61112569993495	1.11012423536916	-0.607111141275925	1.16447834718203	1.6188157757343
miR-30a-5p	0.619222923193112	-0.0402057399718903	-0.313443476615266	0.0324957484820256	0.169157833531482	-0.0636876765675414	-0.370875936756006	0.583900513100737	0	0.603265292545757	0.802607945445446	-0.290470814585813	-0.176827570883997
miR-29b-1a/2a-3p	0	-3.59439184897414	-3.59439184897414	-2.39571277683102	-3.59439184897414	-0.40470564068031	-0.0970380468605225	0.804092185528263	1.16687609052003	0.451672666323025	1.44238331265607	1.28131401000053	1.91468359947241
miR-29a-3p	1.02221304056559	-0.778163173701796	-0.822263897793337	0.31026180731514	-0.551830347398432	-0.624850200265548	0.330043356884326	-0.880199684577132	0.621683261667334	-0.524701598328638	2.52067354586527	0	1.24527584205176
miR-27e-3p	-0.916726262874336	0	0.791944556316865	0.166445903027695	0.432161457685048	0.173646028664468	0.612920578735967	-0.395960351824039	-0.315502711859475	-0.574167691861957	-1.10103169880457	-1.24108185283173	0.124254281856986
miR-27c-1-5p	-0.435172137185408	0	-0.212197864837746	-0.968461606315792	-0.282826288067165	-0.678216227161617	-0.961406940867557	0.387329891871	0.744002278352955	1.83994911070712	0.368080673339803	0.879470151275923	1.0376636533029
miR-27c-1-3p	0.502815741855901	0.00619030042270907	-0.733196028720215	-0.654031235347594	-0.488494898005786	-0.428824776089968	-0.792678934341264	-0.0667561967423556	0	0.715276485745216	1.20654074135138	0.44860066568539	0.607441915800468
miR-27b-5p	-0.630792058874641	0.328963874635052	0.57145944051429	0.294553775280906	0.322212997128323	-1.32337555500479	0.334110235538962	-1.15888809137004	-0.919511820725815	0.821709961024795	-0.540232066495435	0	-1.30256372494555
miR-27b-3p	-0.730214104634745	0	0.21790433060678	0.273941735568467	0.175038011999622	0.359158789160235	0.0451979684218102	-0.0190234800757931	-0.474913236871844	0.310826314286862	-0.246399859812136	-0.87691118938738	-0.268818949424132
miR-27a-5p	0.285737580941427	1.49743390541967	-0.492696794507778	-1.13880906294819	0	-0.348837861435387	-0.141983299927448	-0.348200690960826	0.821011318612835	1.15526049159433	-0.884802218858216	1.74221476456382	2.43427236668439
miR-27a-3p_gac-miR-27b-3p_gac-miR-27e-3p	0.078982084524212	-0.112581184626228	0.670348915833039	0.179317527482012	1.19879913290308	-0.319544582887451	0	-3.70137958738888	0.392319648954053	-0.435083166363814	1.94141902656296	-0.61545839036795	-1.12874824462264
