Gene	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP
a143_gac-miR-29b-2b-3p	0	0	0	0	0	0	0	29.8001728217193	0	4.48472552047699	0	5.25355931419043	1.43460118828925	15.1951575621696	0
a145_gac-miR-29b-1a/2a-3p	29.279484321282	96.8373828139194	18.3576153781159	104.814667259437	118.760433462128	77.4762186380798	236.511622658834	96.1970491087079	122.943237257092	29.1507158831004	0	103.903728658433	16.4979136653263	94.8177831879386	0
a107_gac-miR-29b-1a-5p	24.9187100606655	12.2751612017644	28.985708491762	11.3459175899391	0	29.2897899729326	31.7702179690971	44.438854207827	0	15.6965393216695	0	0	7.89030653559086	31.6059277293129	0
a146_gac-miR-29a-3p	944.419111299224	417.355480859991	399.036586903257	313.363438198317	680.893151849534	563.119833027995	377.712591410377	584.501635345301	948.352223269401	327.38496299482	83.0263823320753	380.591185872462	225.949687155556	777.384260880599	244.399261372685
a33_gac-miR-29a-3b-5p	68.5264526668302	75.0148740107826	55.0728461343478	78.8811413395764	57.4008761733619	53.8554202728116	176.501210939429	64.8284461384771	208.815803738191	33.6354414035774	0	35.0237287612696	99.7047825861026	15.8029638646564	186.676822757025
a228_gac-miR-27e-3p	2486.2642963029	1834.45464626368	1198.07595099283	2026.59699427912	4051.71012161627	1431.42038093525	2040.35399845979	5198.30032221675	1579.96137345278	2957.67648075458	464.594437305017	1360.67186237532	1707.1754140642	3183.0816061233	1257.61227962628
a59_gac-miR-27c-1-5p	306.500133746186	759.696087709199	850.247449091685	381.438943737952	607.657551214555	791.769161203791	804.845521883794	648.807271434275	395.576904609651	515.743434854854	1001.61614430397	773.440676811369	682.870165625681	578.63159996742	910.049510940499
a231_gac-miR-27c-1-3p	4512.15542423501	16833.3377280196	11241.6239433884	5325.5576040014	7454.19654030623	7830.76707405372	6198.72252819273	5276.19901959283	2492.18142394052	10113.0560486756	7263.92519467007	14102.8881145379	10197.14524636	7030.49550086465	4463.04982828309
a36_gac-miR-27b-5p	208.071229006557	304.151216443719	301.451368314325	318.766256098288	314.715148674639	266.442605560226	307.112107034606	600.708746879921	405.90038254727	352.050953357444	1284.25914798763	186.209491247416	230.253490720424	282.022124353869	222.292795519879
a230_gac-miR-27b-3p	6628.37687613703	7515.12646908023	7296.66901765955	8777.95824208286	6931.65063307287	4722.27000918443	9661.67628682432	13206.7046605167	5343.33833071186	11332.9013902454	8901.48809726228	7256.33287052236	7495.07390821717	6745.43434499835	4617.79508925273
