Gene	D1_P_M	D2_P_M	D3_P_M	D4_P_M	D5_P_M	D6_P_M	D7_P_M	D8_P_M	D9_P_M	D10_P_M	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP
a215_gac-miR-194a-5p	6025.94873139509	3242.26929931729	3064.2645142443	1078.57187995246	380.609788373871	959.861544993646	714.820600936786	856.22788847739	1699.54438691886	326.879789663543	177.060631094859	302.21152481703	67.0039992091657	3241.33479062031	1042.01632657248	331.345297016429	634.705978328022	425.630881267734	1658.73800562569	424.743944063264
a71_gac-miR-194a-3p	121.143044858994	13.9652661851427	25.0640939468452	12.9073672993563	0	30.3708950954575	0	0	31.4423985895408	0	0	1.39912742970847	0	14.1592468575062	0	0	0	0	0	4.66751586882708
a207_gac-miR-193a-2-5p	522.19994336945	1833.32911086067	204.809453394221	684.897177322093	582.065359954572	2003.77277641426	670.283491844152	744.354491526126	1062.42209970975	1041.27029771854	883.914444642177	170.693546424434	100.505998813749	346.051993197451	597.155510228074	321.150057108231	248.973063322042	135.7768414585	285.689649953868	336.06114255555
a195_gac-miR-190b-5p	0	11.6377218209522	60.1538254724285	4.84026273725861	0	0	0	0	0	0	0	0	1.04693748764321	0	0	0	0	0	0	0
a131_gac-miR-18c-5p	104.623538741858	37.2407098270471	385.987046781416	205.711166333491	545.639813801604	116.539481180244	149.199315460326	24.6650009026409	132.389046692803	239.887587575665	26.3855058102142	106.333684657844	121.444748566613	95.7165087567418	82.1589795951377	181.475270365921	175.333143184536	146.402855137861	68.9782995135766	49.0089166226843
a130_gac-miR-18a/b-5p	175.290314909604	51.9818241335866	257.085992197641	70.1838096902498	89.2054191501259	95.3504846020178	14.4745604551063	20.2605364557407	86.0528803503221	106.323802551851	59.7145657810112	230.856025901898	216.716059942145	126.866851843255	0	273.232429539701	171.826480320846	41.9137206241458	0	161.029297474534
a32_gac-miR-18a-3p	78.9265292263141	130.342484394665	158.26185035008	75.8307828837182	184.357866243594	129.25287912718	71.2593745482155	82.8039316017229	182.034939202604	479.775175151329	118.734776145964	173.491801283851	175.88549792406	129.132331340456	62.1202040841285	122.342878898374	224.426423276207	90.3211162745676	203.132945024233	200.703182359564
a76_gac-miR-184-5p	53.2295197107699	6.98263309257133	41.534784254772	0	31.9652751954618	90.4063854004317	3.3402831819476	0	21.5132200875805	5.27225467199263	0	1.39912742970847	3.14081246292964	0	0	0	0	20.661693265424	36.3901265150365	11.6687896720677
a204_gac-miR-184-3p	19404.9131855952	2513.74791332568	9687.63036894062	768.795064767909	2242.02953463983	28794.4337500375	4715.36642518269	9883.61821884394	3928.64496060893	3402.36168165924	304.127672233522	1650.970367056	2749.25784255108	3923.81048915211	414.802653077891	936.942547563379	2012.82448375848	4781.7061557124	3914.92584955795	5696.70311790345
a159_gac-miR-183-5p	784.676540563936	217.237473991108	606.551073513654	312.19694655318	388.043573303048	937.966248529479	378.565427287395	535.582876743059	370.689330739849	366.421699703488	161.784811941577	218.263879034522	398.883182792065	624.705971353173	60.1163265330276	138.65526275149	1227.33200229175	3607.53164414302	174.889861758832	308.056047342587
a243_gac-miR-182b-5p	5.50650203904517	7.75848121396815	0	8.06710456209768	0	28.9582953235758	21.1551268190015	71.3523240397825	24.8229462549006	67.6606016239054	55.5484332846616	8.39476457825085	29.31424965401	20.9556853491091	0	18.3514318347561	0	0	0	2.33375793441354
a241_gac-miR-182a-5p_gac-miR-182b-5p	43.1342659725205	13.1894180637459	83.0695685095441	8.87381501830745	0	72.042588365969	10.0208495458428	56.377144920322	8.2743154183002	21.9677277999693	0	22.3860388753356	10.4693748764321	19.8229456005086	0	13.2538118806572	42.0799543642887	100.356795860631	0.543136216642335	2.33375793441354
a242_gac-miR-182a-5p	551.567954244358	95.4293189318082	261.3826940171	126.653541624934	152.392591048132	553.739110577644	184.829002734434	495.061803831577	153.902266780384	144.108294367799	30.5516383065639	41.9738228912542	75.3794991103114	188.601168141982	66.1279591863304	34.6638156878726	410.279555051815	1244.42426867182	230.832892072992	142.359233999226
a87_gac-miR-181b-3-3p	51.3940190310882	0	9.30952060882822	3.22684182483907	0	2.11889965782262	31.1759763648443	0	0	0	4.16613249634962	0	5.23468743821607	13.0265071089057	0	26.5076237613143	0	0	0	0
a8_gac-miR-181b-2/3-5p_gac-miR-181c-5p	3086.39439288482	1852.72531389559	2014.43703635644	1862.69444338835	1407.21548709324	2129.49415611173	1993.0356318954	2030.45811002097	1951.08357563519	1045.66384327854	1115.82915360564	1649.57123962629	1380.9105462014	1951.71058683865	1282.48163270459	1289.69784838702	978.358938969713	6693.20794981077	1818.96318953518	1577.62036366355
a88_gac-miR-181b-2-3p	1.83550067968172	0	0	2.4201313686293	0	0	22.2685545463173	0	4.96458925098012	0	7.63790957664096	0	2.09387497528643	3.39821924580148	0	0	0	0	0	16.3363055408948
a7_gac-miR-181b-1-5p	1433.52603083143	958.172429925066	990.38976938534	1139.8818746244	942.603929019664	1081.34512537548	1343.90726687025	595.483593220901	1246.11190199601	579.948013919189	555.484332846616	954.204907061179	810.329615435848	577.130901911952	478.92673471312	756.486801188278	676.785932692311	801.67369869845	700.10258325197	800.478971503844
a6_gac-miR-181a-5p	12519.950136109	9967.32081558488	11109.1225542117	12099.0434222341	10900.1588416525	10617.0998854632	12053.9685759216	6557.36666854495	9057.0656568714	6528.80870215087	9577.24425369171	21676.6812684734	15652.7623777537	13918.5396609286	18129.08020481	14380.385890513	17059.9148318554	33750.5807820234	10218.5647799089	12800.6622702583
a23_gac-miR-181a-3-3p	442.355663803295	454.646999138533	267.111629776379	392.061281717947	148.675698583543	472.514623694444	518.857320929194	455.421623809476	417.02549708233	441.111974223383	365.925304262708	345.584475137993	496.248369142884	332.459116214245	216.418775518899	387.419116511517	371.706263551217	301.070387581892	358.469902983941	378.068785374993
a21_gac-miR-181a-2-3p_gac-miR-181a-3-3p	51.3940190310882	63.6195459545388	85.9340363891835	45.9824960039568	33.4520321812972	82.6370866550821	15.5879881824221	79.2803600442028	51.3007555934612	63.2670560639115	98.5984690802743	39.1755680318373	50.2529994068743	39.079521326717	52.1008163286239	62.1909634400067	35.0666286369073	58.4430752364849	98.3076552122627	74.6802539012332
a22_gac-miR-181a-2-3p	1679.48312190878	2191.770942946	1268.24315371037	1434.33119114097	298.838154152922	2097.00436135845	2017.53104189635	1212.9895086763	1836.89802286264	932.310367830696	1072.77911781003	632.40559822823	629.209430073572	1620.95058024731	1673.23775516927	870.673488160093	757.439178557197	3283.43822692252	1452.3462433016	1927.68405382558
a24_gac-miR-181a-1-3p	332.225623022392	270.770994367488	474.069434080329	223.458796370106	500.293725733623	350.324743426673	332.914890467444	171.774113429106	335.937205982988	110.717348111845	88.1831378394002	256.040319636651	174.838560436417	181.238359776079	66.1279591863304	224.295277980352	210.399771821444	775.698998593345	184.123177441752	165.696813343361
a2_gac-miR-17a-5p	122.978545538675	79.9123565038719	278.569501294937	112.939463869368	750.812277846893	102.413483461427	0	34.3548226858212	102.601511186922	53.6012558319251	206.223558569306	219.66300646423	115.163123640754	150.088016689565	80.1551020440368	361.931016741022	224.426423276207	100.356795860631	0	158.695539540121
a31_gac-miR-17a-1-3p	12.8485047577721	0	5.7289357592789	0	0	0	0	0	0	14.9380549039791	13.1927529051071	4.19738228912542	20.9387497528643	0	0	0	0	0	103.739017378686	0
a115_gac-miR-1788-5p	10.0952537382495	0	0	0	0	12.7133979469357	0	36.9975013539613	0	0	0	0	3.14081246292964	0	0	0	0	15.3486864257435	0	0
a150_gac-miR-16c-5p	71202.7423662134	123505.710748916	126845.082763164	227990.895713092	410625.925160902	140320.598339873	161414.731056708	144661.111186878	222896.818464338	459799.480908261	228472.789166061	353854.717375	360814.441866382	169206.398166445	148811.954699857	275882.172391842	267056.923710095	106191.658038786	248945.941761798	148616.039021389
a149_gac-miR-16a-5p_gac-miR-16c-5p	4211.55630952971	6649.7942484921	7857.95151082092	10849.4489255652	18304.2086311129	6958.46647628948	7271.79648709992	6759.09114021297	9843.12562160992	19904.5188049962	12595.607247297	16354.4005258624	17176.0564222746	8374.34496140345	11712.6642861849	16687.5686817382	10509.4686024811	8844.97571988135	8955.22993999882	8130.81264349677
a151_gac-miR-16a-5p	4605.27120532144	4295.09520005277	8147.26276666451	7370.91343838865	30001.2692171732	4424.96878541957	4133.0437237965	3658.34816959527	6968.62844529243	13051.4664405178	6862.31457690388	15558.2970183582	16145.8699344336	8657.52989855358	10610.5316330794	10555.1318769572	13714.5584598944	5110.52224567929	9892.13991370685	8130.81264349677
a152_gac-miR-15c-5p	28486.9705486603	50703.2264295246	59025.9412448204	65796.1115189249	101193.140726917	41069.9257676899	44464.7362903591	41267.1891887863	58439.8349363707	132384.557395511	70427.0811399582	104703.701202234	151809.076520729	97001.602001529	69258.01592115	69366.3732873963	120660.762476734	53212.7151698662	86309.7761866335	86549.7467556605
