Gene	B9_Immature	B31_Immature	B27_Immature	B11_Immature	B14_Immature	B17_Immature	B19_Immature	B43_Mature	B54_Mature	B60_Mature	B48_Mature	B49_Mature	B59_Mature
miR-27b-5p	45.9700971690382	90.7656192376284	107.632831678707	88.5858089843683	90.3282494028661	27.896923726173	91.093688369397	31.4388068239854	37.3728165737853	128.295835936785	49.0408072633494	71.9626075312473	28.3247200748699
miR-27b-3p	1257.04438120853	2086.29379870839	2426.49798764106	2522.65697049209	2355.41663680997	2676.24488279753	2152.70204281333	2058.79272115927	1500.66232703969	2588.12176726322	1758.46323187153	1135.32496775361	1731.34851457642
miR-27a-5p	41.2145698756894	97.3428380229638	23.4302762838003	14.4554248970308	33.5504926353503	26.0371288110948	30.2736509251589	26.0492970827308	60.371472926884	76.4840560392371	17.5145740226248	115.599507842748	187.651270496013
miR-27a-3p_gac-miR-27b-3p_gac-miR-27e-3p	18.2295212911703	15.7853250848049	28.1895511539472	19.6445517831444	41.2929140127388	13.483513134317	17.1823424169821	0	22.9986563530987	12.3361380708447	70.0582960904991	10.7178351642283	7.08118001871748
miR-27a-3p	67.3699699891077	81.5575129381589	49.7893371030756	35.582584361922	63.6599091029723	42.3103343180291	96.0029290599633	50.3020909183766	195.488579001339	86.3529664959129	140.116592180998	174.547601246004	297.409560786134
miR-26b-3p	41.2145698756894	24.9934313842745	18.6710014136533	51.8912688611362	108.393899283439	86.945412279906	87.0026544605918	72.7583815069376	48.8721447503347	86.3529664959129	119.099103353848	0	3.54059000935874
miR-26-5p	48376.3939794727	33001.8529772989	28431.5419761908	35744.5592511528	36120.9765326433	44063.6559742191	39695.8474883252	39182.6340705448	27549.5154789681	32407.034712109	52673.3299156417	22779.9930819127	18981.1030401722
miR-24-6-5p	15.8517576444959	6.57721878533539	3.66098066934379	0	11.1834975451168	10.6938207616997	10.091216975053	12.5755227295942	5.74966408827467	9.86891045667576	7.00582960904991	98.7571954418181	63.7306201684573
miR-24-4a-5p	0	0	13.1795304096376	0	0	0	0	0	0	0	0	0	0
miR-24-3p	1644.61985561645	1571.95528969516	1174.80869679242	753.535354247785	791.447518577493	828.073685938569	641.201381306744	1034.78587032089	1437.41602206867	624.208586384742	2648.20359222087	1650.54661529116	1186.09765313518
miR-24-2-5p	393.916177465724	599.842353222588	271.278667598375	144.554248970308	182.377036889596	211.086722861376	181.369169957033	369.181417275943	370.853333693716	703.159870038148	385.320628497745	347.564083182833	414.249031094973
miR-23b-2-5p	22.9850485845191	194.685676045928	110.561616214182	83.026030177818	64.5201781449044	37.6608470303336	63.0019221956009	46.7090844242069	48.8721447503347	96.2218769525886	21.0174888271497	132.441820243679	84.9741602246098
miR-23b-2-3p	1266.55543579522	1225.99358158652	1418.99610743765	1386.60883435365	1430.62741673301	1408.32969944297	1779.05427914245	1098.5617355924	940.070078432908	772.242243234878	1106.92107822989	593.308732305496	290.328380767417
miR-23a-3p_gac-miR-23b-2-3p	110.169715629247	31.5706501696099	66.2637501151226	57.8216995881232	28.3888783837579	41.8453855892595	44.1831662150968	26.0492970827308	31.6231524855107	81.418511267575	105.087444135749	42.1057810023255	46.0276701216636
