Gene	O25_F	O32_F	O55_F	O59_F	O63_F	O49_M	O51_M	O29_M	O33_M	O38_M	O39_M	O46_M	O53_M
miR-725-3p	29.4610775836208	856.13291040253	2390.34972725804	1110.20771260811	2096.01301109015	1090.19852571369	406.930816104343	1116.95911264109	1522.58501046057	282.82767613271	2719.32957880595	577.401590101069	4722.2635082383
miR-724-5p	765.398795622468	31.5916203100565	91.7194405382367	4.54796058874511	0	173.416642305572	33.3683269205562	958.481967054904	106.451918104235	112.063796203527	47.667713818802	134.363892036098	1412.59198704784
miR-722-3p	123.147304299535	1158.8859383739	180.616744444528	42.952961115926	81.844317575901	58.1580202854053	116.382213405842	21.3334619058325	155.914425506203	110.285005787598	145.273032590635	35.1040799013229	17.8809112284537
miR-7147-5p	0	1.57958101550282	0	42.447632161621	0	0	0	1.52381870755947	0	0	0	14.5258261660646	0
miR-7133-3p	254.543710322484	211.137329072211	322.429110199801	1033.90304050805	331.369676039014	101.512180861798	89.5247795429555	341.33539049332	255.914712210181	0	191.805800842323	524.140227492165	257.14453290443
miR-7132b-3p	399.492212033898	373.307646663834	1297.47731653706	1998.57601427632	554.944397221963	710.585266032588	921.291367660233	419.050144578853	718.281629228576	720.410118451243	786.517278010234	811.025294271942	523.655257404716
miR-7132a-5p_gac-miR-7132b-5p	387.118559448777	493.355803842048	507.984593750234	734.748299559487	191.635475299671	259.067544907714	1193.93501445014	626.28948880694	775.271039930843	263.260981557491	678.697449134372	658.504119528263	764.621823007212
miR-7-5p	592.167659430778	323.287581172911	4241.67135781445	1275.45028066585	439.164630895079	3345.67229423677	477.736778106499	220.953712596122	201.075845308	346.864131106154	145.273032590635	146.468747174485	389.122687209683
miR-551a-3p	194.443112051897	30.5385662997212	130.523819227491	92.9805275921222	31.9392458832785	130.062481729179	41.506943242643	64.0003857174975	154.83915360616	1358.99587776975	241.743405795353	369.198081720809	128.572266452215
miR-499a-5p	9421.65261124193	75.8198887441355	70.5534157986436	89.4432249119871	233.555735521474	159.670201147204	16.2772326441737	4146.31070326931	354.839727014117	457.149136893752	860.288739872666	734.764706900103	1155.44745414341
miR-489-3p	87.7940111991899	17.3753911705311	57.8538009548877	71.7567115113117	69.8671003696716	104.684436513729	101.732704026086	85.33384762333	46.2366917018395	0	23.833856909401	185.204283617324	199.24443940277
miR-460-5p	6.48143706839657	374.887227679337	29.6324346354303	8.08526326888019	0	0	169.283219499407	4.5714561226784	13.9785347005561	124.51532911503	0	16.9467971937421	0
miR-458-3p	23.5688620668966	40.5425793979058	0	0	0	25.3780452154496	31.7406036561388	6.09527483023786	20.4301661008128	215.233640327408	34.04836701343	20.5782537352582	14.4750233754149
miR-456-3p	318.179637903104	633.9385142218	513.628867014125	300.165398857177	616.826686120815	310.881053889257	851.299267290286	320.001928587488	372.044077414801	538.973496026486	364.317527043701	323.199632194938	293.757827324597
miR-455-5p	377.101793070346	271.161407661318	120.646341015681	99.0444750437823	101.80634625295	254.837870705139	134.287169314433	356.573577568915	290.32341301155	405.564214831811	274.656827241669	190.046225672679	115.800187003319
miR-455-3p	360.603589623518	359.091417524308	503.751388802315	160.694607468994	181.654460961146	178.703735058791	147.308955429772	510.479267032421	558.066116122202	378.882358592876	562.93300128871	521.719256464488	242.669509529015
miR-454b-3p	45.370059478776	53.1792275219284	43.743117795159	0	0	30.6651379686682	33.3683269205562	48.7621986419029	51.6130512020534	0	40.858040416116	15.7363116799034	5.10883177955821
miR-451-5p	92777.6470832352	67345.4365959629	25819.7280456716	21326.9031874887	49611.62987107	64544.8283312934	43891.5578250145	75048.0713473037	42345.2826955847	26311.8678324217	48246.5360580304	45047.0079119941	91407.2181998554
miR-429a-3p	136.110178436328	322.761054167744	462.124873481115	191.014344727294	81.844317575901	464.206743732598	18.7188175407998	373.335583352069	591.399545023528	193.888155336261	296.220793016841	290.516523321293	579.000935016597
miR-425-5p	4443.31972116169	3122.30514064391	14883.2430627239	21229.3746993079	11540.048778202	14312.1600829629	8010.8400458301	8198.14464666992	15817.2496496293	6613.54276642401	12504.8302584657	15051.1768790706	17167.3777232421
miR-375a-3p	565.063468053847	1398.45572572517	682127.356761078	22744.3509043143	31751.6028137142	434589.507547618	3878.8645391066	9013.38765521424	14796.8166164887	6405.42428776031	13226.6556391505	11054.1537123752	47064.2612972167
