Gene	T9_Immature	T26_Immature	T31_Immature	T32_Immature	T13_Immature	T23_Immature	T1_Immature	T3_Immature	T12_Immature	T44_Mature	T47_Mature	T41_Mature	T43_Mature	T45_Mature	T63_Mature	T69_Mature
miR-130b-3p	-3.13161826475922	2.23208665987456	1.64942294735561	0.146332385484367	-0.917408234064798	3.99288632076059	-1.12527932067841	1.25670896296872	3.37297464475144	-3.13161826475922	-3.13161826475922	2.48086710599611	-0.146332385484367	-1.51227359669479	1.04508721379372	-0.941280373427439
miR-129-1b/2-3p	0.642333214406921	-3.95524755033132	-3.95524755033132	-1.31836487427064	-0.618866280325733	1.64300450558628	-3.95524755033132	3.90476660836597	-1.28597337828944	1.46018021069591	0.129619319262587	1.56242262006605	-2.42570066654343	0.0846331035356043	0.975967617108037	-0.0846331035356034
miR-129-1a/2-5p	-0.288052368005889	0.288052368005888	3.64011904401508	0.920913777444003	-2.07182141298857	4.69864793091509	-2.07182141298857	-2.07182141298857	-2.07182141298857	2.91144464310896	1.09565196005629	0.900201741682209	-2.07182141298857	-1.61051108781996	-2.07182141298857	1.47567420403792
miR-129-1a-3p_gac-miR-129-1b/2-3p	-2.55351295663786e-15	-2.55351295663786e-15	4.46632260823739	0	-2.55351295663786e-15	0	1.59059849153263	-2.55351295663786e-15	0	4.05020218640086	-2.55351295663786e-15	-2.55351295663786e-15	3.19798958499968	-2.55351295663786e-15	0	2.48861664426667
miR-128-2-3p	0.0689677331157306	0.143978131020333	0.230693933566652	-0.13532476102378	0.162572890106755	-0.00193112189986877	0.0689060224610412	-0.3819725660132	0.00193112189986699	-0.197779107955514	0.0804841303156358	-0.125242444371954	-0.319793422104315	-0.030641676610216	0.163882842679854	-0.129744980559533
miR-126b-5p	-0.256280791439993	-0.811400844625799	0.624034167570708	-0.130177594694134	-0.638206369655363	1.28679226844675	0.437830378164119	-8.64741537535171	0.0027084386792211	0.148286308193189	-0.0027084386792211	1.91618391160973	0.580904579493097	-0.178055888155729	-0.720861520819771	1.21428829352946
miR-126b-3p	-0.568904910051021	-0.17888573673366	0.474563027272467	0.0853422239898993	-0.763264181828678	0.691149765675741	-0.37391925571881	-0.859783539993071	-0.0853422239898993	0.368206409674375	0.10149497348117	1.64809342273089	0.655790314878075	-0.395568955438593	-0.780561428787193	1.30315047800927
miR-125b-2/3-5p	0.310391980508646	-1.66459295522462	-0.204270231868962	-0.767651744012207	-1.65627099782919	1.74293550490907	-0.736591987086221	-0.501227751165468	0.589362095442185	1.26193219948614	0.204270231868962	0.623757697045841	0.875944308385309	1.77655554185612	-1.66271331546173	-0.507730072646012
miR-125b-2-3p	0.86130081342728	-1.86276950641538	0.0867652284869003	-1.19500554791752	-3.14582901384372	0.0575221546062314	1.16481234058713	2.07746845035145	-0.0575221546062314	0.648645311316739	-0.425939281871712	0.207986088500506	-0.294099557197857	-0.313433885527483	-1.23614908765857	0.190687561769133
miR-125a-5p	-0.0660478214132638	-0.0714301364527969	-0.315256565231836	-0.622693669133936	-0.633865612371142	0.830824236715426	0.0136957068061569	-0.0136957068061569	0.63017517945892	1.2305599533823	-0.234086238594243	0.0400296397465354	0.0366702873584455	0.713367075074622	0.349071798967191	-0.343096678698041
miR-125a-1-3p	-4.11000635933047	-0.296370432142957	2.55656736111125	0.0915915516590387	1.98475903172895	2.50155215617625	2.30773125303801	-4.11000635933047	-4.11000635933046	-4.11000635933047	-1.96530002605019	-0.00715504431001435	0.00715504431001523	-0.103558529018128	0.6662964746629	1.2041844808767
miR-124-3p	-2.55351295663786e-15	3.57431853833141	-2.55351295663786e-15	0	-2.55351295663786e-15	0	-2.55351295663786e-15	-2.55351295663786e-15	0	4.29126781717963	-2.55351295663786e-15	0.698126159097539	1.17502483834489	2.69231111853074	1.35228583816473	1.03440708153813
miR-122-5p	4.17576305003439	-0.774177156724553	0.16995499271599	-0.724555001472867	1.89488202878021	1.03717235878477	1.62898268395663	-0.115022624973751	2.52124694850674	-1.20209903210395	-3.9337431407976	-2.56793107704212	0.115022624973749	-0.498488182436057	-1.08246088461228	4.71929143614311
miR-122-3p	-1.27675647831893e-15	-1.27675647831893e-15	1.88530021430391	1.27675647831893e-15	5.15310019027458	1.27675647831893e-15	-1.27675647831893e-15	-1.27675647831893e-15	1.27675647831893e-15	-1.27675647831893e-15	-1.27675647831893e-15	-1.27675647831893e-15	-1.27675647831893e-15	2.64963478680508	1.27675647831893e-15	4.4844437959143
miR-10c-5p	1.69229456487813	-0.778940211641175	0.211196940159001	0.213542679390833	-0.284560685038524	2.49731838738826	1.76765496652467	2.16075083926119	1.02337685946063	0.397486588189907	-0.523214919260399	-0.217314882300662	-0.822254859981882	-0.211196940159001	-0.966594745225243	-0.624909175547356
miR-10b-5p	-0.532908875907678	-0.241826239801492	0.896464278089859	1.2302143923398	-0.0434037664305365	2.23555838479033	0.0738480622975235	0.920775570901817	0.831956503132909	-0.151930191778034	-0.108750849373155	0.536337122310785	0.0434037664305365	-0.400048194014238	-2.51079102679939	-0.551432899698142
miR-10545-5p	0	5.65631683677929	0	2.55351295663786e-15	0	2.55351295663786e-15	0	0	2.55351295663786e-15	0	0	0	1.52954688378789	0	2.55351295663786e-15	0
miR-103-3p	-1.08233601243293	1.22419609965659	-0.428352078501261	0.00257018808134646	0.319399398762721	-0.0380823735877911	0.650574970808343	-0.874953461205164	-0.49005413670656	-0.995562361085634	0.251250437732526	0.2676555789575	0.433029839127597	-0.358234276437381	1.06550363961678	-0.00257018808134646
miR-101b-5p	0.680718950259385	-0.0262810596987775	-1.44026540824753	-1.87028400750195	-0.767777551927826	-2.61635423915474	-3.80860998144862	-7.40131630608085	-2.08416030528551	1.09469647432559	0.626997028019906	0.0262810596987766	0.041383042988163	0.932249347397986	1.85830070132849	0.476329136506102
miR-101b-3p	-3.95599706843539	2.34843812048275	2.29176513474471	0.375958581112896	-3.95599706843539	-3.95599706843539	-0.247759519854691	-3.95599706843539	-3.95599706843539	1.77798896918867	-0.788523695390537	0.247759519854691	0.401449305923964	-1.59290761751669	2.8217045018258	1.71946283150159
miR-101a-3p	-1.70725979949388	0.830527942035387	-0.916936758938913	0.190864766649103	0.161610957015194	0.0514299619633043	0.644605808654832	-0.635095093191412	-0.0514299619633025	-0.622529404135197	0.30988463618565	-0.746700190040078	-0.648656715857454	-0.848119392518553	1.47326942798744	0.720794901559406
