Gene	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D25_M_I	D45_M_I	D53_M_I	D56_M_I
a73_gac-miR-26a-1b-3p	151.824416803436	329.033798527927	287.372190179329	215.099382001283	107.825495358336	152.835930321776	237.748592610041	116.245429806895	108.209337692899	237.372800998623	375.597012546945	343.300956268888	82.32536752473	207.650270453765
a226_gac-miR-26-5p	242323.7183622	227080.325812631	237943.161594575	130512.532859353	225132.067606777	205875.802039521	172314.502345427	169069.678019745	126377.037232832	142907.734938465	120119.563614711	179930.935557298	147340.846463486	171297.739640861
a197_gac-miR-24-6-5p	42.1734491120657	67.1497548016178	66.7836779994215	131.418421379374	98.3671185725169	58.0389608816872	53.2272968529942	210.985455099515	122.670493421443	363.040754468482	118.267571424817	150.553771324624	226.06807272664	93.9370271100367
a206_gac-miR-24-3p	3080.06756681786	4129.70992029949	3863.33458487563	2548.05717007786	4547.58755862174	3195.04479653688	2792.65884155376	6142.40851099635	1690.95789915493	3793.31044733093	2478.42042535303	3385.06250175747	2250.22671234262	5789.48730241331
a198_gac-miR-24-3-5p	0	21.4879215365177	8.09499127265715	20.7798358591318	0	12.5751081910322	21.2909187411977	37.779764687241	0	6.98155297054772	0	0	0	0
a199_gac-miR-24-2-5p	540.523039452975	531.826058028813	540.340667449865	329.107670633817	563.719256434808	366.612769569324	500.336590418146	438.245270371995	276.756601011792	451.473758762086	267.726590258376	630.983321857342	373.731033524965	562.523483980571
a119_gac-miR-23b-2-5p	131.440583065938	77.8937155698766	74.8786692720787	89.2971324757284	141.875651787284	158.639826409945	326.460754031698	292.357255964342	182.509758505074	269.953381527845	535.453180516752	174.527301790329	207.120170677297	274.669669912388
a50_gac-miR-23b-2-3p	5643.51038201292	3196.32832855701	3867.38208051196	4849.00277858767	5491.53356184647	3543.278561827	4219.15039721401	9255.461121225	5631.87216545438	4254.09294338708	2947.5917801262	4464.8303139328	4620.02122037592	5914.73667189336
a49_gac-miR-23a-3p_gac-miR-23b-2-3p	45.6879032047378	67.1497548016178	57.6768128176822	57.8465700943398	45.4002085719309	68.6794370433298	31.9363781117965	0	62.8312283378123	51.19805511735	227.437637355417	66.1669440853443	58.1504580134998	59.3286487010758
a51_gac-miR-23a-3p	84143.0598867564	93413.3668996265	99979.2134607703	48379.3892003564	67790.0780993215	73603.0755581263	48805.8827277388	75075.9483864852	60153.4212253198	69275.6229424215	40145.9921023361	79981.4512809019	54012.628231483	91862.1724235185
a114_gac-miR-23a-3-5p	461.096376958585	116.840573354815	151.781086362322	224.646874152776	121.067222858482	468.180951112277	120.648539533454	571.927514649925	193.978950979436	302.533962057068	739.497232315612	303.025425086505	383.531672516004	689.420871480094
a112_gac-miR-23a-2-5p	127.223238154731	264.570033918374	404.749563632858	119.624460486353	393.468474290068	504.938959670679	127.745512447186	334.205610694824	262.794105825612	239.699985322138	398.990598103502	531.253435120011	92.1260065157693	482.319940366153
a118_gac-miR-23a-1-5p	112.462530965509	17.4589362484206	19.2256042725607	46.614226386701	85.1253910723704	17.4116882645062	49.6788103961279	73.234620778344	40.3915039314507	51.19805511735	25.992872840619	189.870361288379	80.3652397265222	67.5687387984474
a79_gac-miR-22b-5p	4773.3315486673	1661.28493379202	2267.60943025309	1428.19250242627	2230.2852460961	1488.69934661528	1795.53414717434	1639.64178742626	2347.69383344778	1496.37952002073	3019.0721804379	2005.14608815152	1203.51846809962	2625.2927050226
a14_gac-miR-22b-3p	182.048722000417	177.275352676271	136.602977726089	111.200202705624	85.1253910723704	133.489610027881	138.390971817785	112.176839763654	6.48258705072666	69.8155297054772	139.061869697312	53.700708243178	205.160042879089	141.180210334967
a45_gac-miR-22a-5p	4144.24426607899	983.072410295684	1020.98077426388	2965.90035600202	1689.26609394726	1283.62835149998	1117.77323391288	2199.36353194646	1736.33600851002	2213.15229166363	4889.25938132044	1944.73279137795	1744.51374040499	4182.12039408602
a13_gac-miR-22a-3p	80178.0527794037	52830.7410877208	63547.7052381768	152885.115056228	96089.5414424917	47392.6808239564	51843.3871348164	149413.157066548	76975.7346219555	122542.544923377	75901.7879818917	89323.4566327776	111613.597085552	127581.864316945
a219_gac-miR-223-5p	643.847989777536	3068.74379443393	2140.11331770873	580.150552499544	582.636010006446	2413.45345666349	585.500265382936	476.606262208271	630.80558608994	816.841697554083	1099.49852115819	1021.27239783901	395.292439305251	532.309820290208
a173_gac-miR-223-3p	27889.301897809	64399.3008449435	64781.179533348	18865.2828741647	20305.2432837961	57974.1507087026	22660.6345135481	23338.5949423304	14130.543788957	18575.585270304	54644.8165728334	31161.7538405413	10661.7884703853	26577.5866000625
a201_gac-miR-222c-5p	52.0139205715477	76.5507204738443	75.8905431811608	101.091093368749	7.56670142865515	22.2482683379801	31.9363781117965	33.7111746439996	42.3861461009051	118.686400499311	0	105.4835340491	197.319531686258	57.6806306816015
a200_gac-miR-222a-5p	69.5861910349084	154.444436043721	145.709842907829	200.497335181352	87.0170664295342	685.827054418604	422.269888367088	131.357335681792	116.68656691308	228.064063704559	0	307.820131179645	868.989990538817	283.459099349584
a39_gac-miR-222-3p	4942.7282359341	3585.79690640639	3954.40323669302	6943.8348800623	6172.53669042544	7704.67205704397	7888.28539361374	9871.56189920155	6033.79256259943	6699.9636674023	5789.91242524789	6426.82404724605	12646.0911781044	9771.64817680311
a25_gac-miR-221a-5p	7.02890818534428	51.0338136492295	17.2018564543965	10.6707265222569	0	0	0	48.2418533698615	0	27.9262118821909	119.567215066848	25.8914129029608	15.0276464529269	9.88810811684597
a40_gac-miR-221-3p	3245.94979999199	2845.80660849256	2910.14936252025	5104.53859793645	2201.91011573865	3693.2125441047	4112.69580350802	3926.18939172789	2625.94641608666	3644.37065062591	6480.02319916633	2771.34012183544	6420.72529099621	4951.74480918053
a77_gac-miR-21a-3p	0	29.5458921127118	11.1306129999036	25.8343905275692	0	36.7580085584019	67.4212426804593	84.2779366099991	0	86.1058199700886	0	14.3841182794227	143.74270520191	10.4374474566707
a237_gac-miR-218a-2-5p_gac-miR-218b-5p	4.21734491120657	14.7729460563559	6.07124345449287	24.7111561568053	0	28.0521644261488	24.839405198064	34.2924017930341	49.3673936939953	25.599027558675	0	28.7682365588454	0	15.3815015150937
a239_gac-miR-218a-2-5p	577.073362016765	561.371950141525	263.087216361357	858.712676448986	249.70114714562	433.357574583264	801.95793925178	1260.10045910674	407.904323653416	626.012583025779	0	935.926629381103	1104.20532632376	541.648589067229
a15_gac-miR-2188-5p	35668.1945865296	26901.5347686241	46942.8543901388	15211.4014660698	16557.8344012546	20619.3081692341	23498.0773173685	12350.4956898336	8710.60235400718	19041.0221350072	39899.0598103502	27583.9441538396	9999.91865052375	32134.1540223901
a108_gac-miR-2188-3p	95841.9746704434	73375.8800668238	114281.039291737	57800.5174851385	83237.4990659209	47019.2968422842	51211.7565454942	74900.9990146259	43560.9903387137	80204.0805256522	35462.0764164566	66549.561631577	26645.3239129049	80973.1680295118
a5_gac-miR-2184-5p	208.758573104725	131.613519411171	91.068651817393	284.739912988643	491.835592862585	159.60714242464	166.778863472715	129.613654234688	94.2468425067184	283.916487468941	0	139.046476701086	273.111139883628	339.491712011712
a142_gac-miR-217a-5p	56.9341563012887	13.4299509603236	0	60.0930388358675	20.8084289288017	15.4770562351166	24.839405198064	21.5054045142756	0	18.6174745881273	0	15.3430594980509	33.9755485022695	41.2004504868582
a135_gac-miR-216b-5p	16.8693796448263	0	1.01187390908214	1.68485155614582	58.6419360720774	0	14.1939458274651	5.23104434131029	0	0	0	0	37.8958040986852	13.1841441557946
a58_gac-miR-214a-3p	10298.7562731664	1484.00958111575	1323.53107307944	4048.6982894184	9467.83516260475	3408.82163578443	6351.79075779064	4874.17087180312	4946.21391970444	3723.49491762545	3909.3280752291	4211.66983221496	16130.5450273852	16819.671906755
a27_gac-miR-212b-5p	2.81156327413771	0	1.01187390908214	2.24646874152776	0	0	262.587997808105	12.205770129724	0	0	0	9.58941218628179	0	0
a26_gac-miR-212a-5p	20.3838337374984	22.83091663255	25.2968477270536	73.5718512850341	134.308950358629	91.8950213960047	14.1939458274651	13.368224427793	41.8874855585415	25.599027558675	2.5992872840619	76.7152974902543	15.6810223856629	96.6837238091606
a38_gac-miR-210-5p	2365.22760436835	2955.93220636721	2685.51335470401	2095.9553358454	4479.48724576385	1874.6584364785	2047.47668561184	3360.65537571734	2584.55759107048	2362.09208836865	2224.98991515699	2297.62315983312	3072.17363572445	2746.69669912388
a94_gac-miR-210-3p	335.278920440922	1011.27530731236	579.803749904069	607.108177397877	28.3751303574568	709.042638771279	1156.80658493841	158.675011686412	196.472253691254	518.962104144047	103.971491362476	365.356604297336	701.725751758413	291.149850107131
a52_gac-miR-21-5p	142218.007986526	243630.054381038	215394.563404589	160041.241232364	160852.938970351	268019.084771558	194410.927512333	235131.955779003	172880.12477149	232397.280914946	136814.78584024	190389.148487657	242376.336007729	275332.722495556
a126_gac-miR-20a-5p	355.662754178421	453.932342458936	362.250859451408	421.774506221837	170.250782144741	1058.2437200761	518.079022702477	74.397075076413	239.855720876886	418.893178232863	362.600576126636	269.462482434518	163.343983183988	119.755976081801
a203_gac-miR-206-1-3p	19851.7453878679	363.951671024768	1113.06129999036	9264.43709006047	87923.1789256156	5814.53656433036	34147.0851744242	864.284770614266	1536.87179156458	5983.1908957594	4630.63029655628	707.698619347596	944.128222803451	97512.1275336163
a240_gac-miR-205-1a-3p	7.73179900387871	49.6908185531972	30.3562172724643	166.238686873054	0	58.0389608816872	134.842485360919	844.523047547094	42.8848066432687	141.95824373447	159.856167969807	88.2225921137925	24.8282854439662	36.2563964284352
a178_gac-miR-205-1-5p	3585.44606534412	4042.41523905739	6218.97704521886	30066.7376366075	2080.84289288017	3361.42315106438	11177.7323391288	115196.896030037	12467.5108801745	24260.8965726533	14150.519974433	19105.9448399478	2102.5637515443	4478.7636375914
a101_gac-miR-204-2b-3p	6.32601736680985	0	1.01187390908214	0	0	0	0	0	59.3406045412671	0	0	11.5072946235381	0	15.9308408549185
a233_gac-miR-204-1/2b-5p	9032.84990898594	1144.23182181957	1349.83979471558	10890.3188417412	17104.528579475	5197.38894695509	3250.41359448951	3128.74574325259	10613.989644209	1922.25425122414	7726.38145187401	7189.18231605546	1157.78215280811	9139.90793600462
a234_gac-miR-202-5p	227.736625205155	65.8067597055854	11.1306129999036	7.86264059534715	0	80.2872292196673	0	13.368224427793	75.7964024392656	53.5252394408659	0	227.269068814878	0	4.39471471859821
a67_gac-miR-200b-5p	3.51445409267214	20.1449264404853	26.3087216361358	14.0404296345485	0	12.5751081910322	39.0333510255291	480.093625102477	50.8633753210861	20.9446589116432	0	42.1934136196399	0	26.3682883115892
a133_gac-miR-200b-3p	1388.2093666055	4583.64226275843	9283.94311582867	13185.6482783972	834.22883250923	2180.33029712205	13391.9878882133	84311.066557494	6393.32681364358	10954.0566107894	10614.1896244668	10733.4290601052	1898.05708459794	2120.44985172363
a128_gac-miR-200a-3p	98.4047145948199	770.879185122572	1383.23163371529	2005.53496899891	49.1835592862585	128.653029954407	1029.06107249122	15670.4651651185	714.580557207024	2406.30859051545	674.515050214064	1667.5987791944	113.03403636332	303.235315583276
a220_gac-miR-19b-3p	1023.40903178613	604.34779321456	489.746971995758	530.166623000551	77.5586896437153	417.880518348148	386.785023798425	139.494515768274	239.855720876886	584.123265202493	953.938433250719	282.887659495313	227.374824592111	124.150690800399
a157_gac-miR-19b-2-5p	88.5642431353379	118.183568450847	92.0805257264751	131.980038564756	232.676068931146	44.4965366759602	166.778863472715	48.823080518896	121.673172336716	104.723294558216	241.733717417757	86.3047096765361	81.0186156592581	25.2696096319397
a106_gac-miR-19a-1-5p	8.43468982241314	8.05797057619413	0	0	0	11.6077921763374	0	6.97472578841372	0	0	0	0	31.3620447713257	0
